fabian	remolina	carnes	durham_lifspan	durham_fecundityw1	durham_fecundityw3	durham_fecundityw5	durham_fecundityw7	durham_fecundityLifetime	huang_DGRP	huang_AIP	ours_HS_C_1kb	ours_HS_1kb	ours_C_1kb	hoedjes_lifespan	hoedjes_diet	hoedjes_diet_lifespan	genAge_dmel
FBgn0030955	FBgn0038753	FBgn0085371	NA	NA	NA	NA	NA	NA	FBgn0004511	FBgn0051327	FBgn0034436	FBgn0263077	NA	NA	NA	NA	NA
FBgn0035896	FBgn0035982	FBgn0085380	NA	NA	NA	NA	NA	NA	FBgn0016930	FBgn0051342	FBgn0034438	FBgn0263109	NA	NA	NA	NA	NA
FBgn0038972	FBgn0038752	FBgn0085382	NA	NA	NA	NA	NA	NA	FBgn0039411	FBgn0051347	FBgn0034439	FBgn0263197	NA	NA	NA	NA	NA
FBgn0030961	FBgn0038750	FBgn0085383	NA	NA	NA	NA	NA	NA	FBgn0020445	FBgn0051368	FBgn0034441	FBgn0263236	NA	NA	NA	NA	NA
FBgn0035877	FBgn0035969	FBgn0085384	NA	NA	NA	NA	NA	NA	FBgn0035153	FBgn0043799	FBgn0034442	FBgn0263289	NA	NA	NA	NA	NA
FBgn0030963	FBgn0035971	FBgn0035998	NA	NA	NA	NA	NA	NA	FBgn0000451	FBgn0051391	FBgn0034447	FBgn0263326	NA	NA	NA	NA	NA
FBgn0035888	FBgn0035970	FBgn0085399	NA	NA	NA	NA	NA	NA	FBgn0000568	FBgn0051404	FBgn0034452	FBgn0263346	NA	NA	NA	NA	NA
FBgn0035878	FBgn0266101	FBgn0085415	NA	NA	NA	NA	NA	NA	FBgn0004875	FBgn0051407	FBgn0034454	FBgn0263354	NA	NA	NA	NA	NA
FBgn0030081	FBgn0266436	FBgn0085422	NA	NA	NA	NA	NA	NA	FBgn0036319	FBgn0051436	FBgn0034485	FBgn0263378	NA	NA	NA	NA	NA
FBgn0030966	FBgn0266437	FBgn0085425	NA	NA	NA	NA	NA	NA	FBgn0027496	FBgn0051467	FBgn0034486	FBgn0263391	NA	NA	NA	NA	NA
FBgn0030969	FBgn0038745	FBgn0085446	NA	NA	NA	NA	NA	NA	FBgn0000588	FBgn0051612	FBgn0034493	FBgn0263395	NA	NA	NA	NA	NA
FBgn0030968	FBgn0038740	FBgn0085484	NA	NA	NA	NA	NA	NA	FBgn0266667	FBgn0051637	FBgn0034498	FBgn0263478	NA	NA	NA	NA	NA
FBgn0030970	FBgn0038738	FBgn0024984	NA	NA	NA	NA	NA	NA	FBgn0005558	FBgn0051638	FBgn0034509	FBgn0263602	NA	NA	NA	NA	NA
FBgn0030975	FBgn0029839	FBgn0034792	NA	NA	NA	NA	NA	NA	FBgn0031414	FBgn0051646	FBgn0034520	FBgn0263782	NA	NA	NA	NA	NA
FBgn0030974	FBgn0030429	FBgn0035995	NA	NA	NA	NA	NA	NA	FBgn0262111	FBgn0051664	FBgn0034521	FBgn0263930	NA	NA	NA	NA	NA
FBgn0030976	FBgn0038735	FBgn0035999	NA	NA	NA	NA	NA	NA	FBgn0000633	FBgn0051668	FBgn0034529	FBgn0263995	NA	NA	NA	NA	NA
FBgn0030980	FBgn0029838	FBgn0023540	NA	NA	NA	NA	NA	NA	FBgn0000636	FBgn0028490	FBgn0034530	FBgn0264001	NA	NA	NA	NA	NA
FBgn0030982	FBgn0038739	FBgn0034785	NA	NA	NA	NA	NA	NA	FBgn0032820	FBgn0051735	FBgn0034532	FBgn0264305	NA	NA	NA	NA	NA
FBgn0030991	FBgn0038744	FBgn0034755	NA	NA	NA	NA	NA	NA	FBgn0264606	FBgn0051741	FBgn0034534	FBgn0264307	NA	NA	NA	NA	NA
FBgn0035812	FBgn0027546	FBgn0025378	NA	NA	NA	NA	NA	NA	FBgn0034943	FBgn0051759	FBgn0034535	FBgn0264384	NA	NA	NA	NA	NA
FBgn0035792	FBgn0038751	FBgn0029863	NA	NA	NA	NA	NA	NA	FBgn0035385	FBgn0051760	FBgn0034538	FBgn0264443	NA	NA	NA	NA	NA
FBgn0030990	FBgn0038756	FBgn0023507	NA	NA	NA	NA	NA	NA	FBgn0086675	FBgn0051778	FBgn0034539	FBgn0264462	NA	NA	NA	NA	NA
FBgn0035833	FBgn0028514	FBgn0033793	NA	NA	NA	NA	NA	NA	FBgn0011591	0;FBgn0051778	FBgn0034540	FBgn0264493	NA	NA	NA	NA	NA
FBgn0039673	FBgn0038762	FBgn0035989	NA	NA	NA	NA	NA	NA	FBgn0000721	FBgn0051798	FBgn0034590	FBgn0264511	NA	NA	NA	NA	NA
FBgn0030087	FBgn0038766	FBgn0030418	NA	NA	NA	NA	NA	NA	FBgn0029769	FBgn0051813	FBgn0034601	FBgn0264516	NA	NA	NA	NA	NA
FBgn0031001	FBgn0028520	FBgn0038469	NA	NA	NA	NA	NA	NA	FBgn0016081	FBgn0051814	FBgn0034636	FBgn0264815	NA	NA	NA	NA	NA
FBgn0030995	FBgn0028884	FBgn0025629	NA	NA	NA	NA	NA	NA	FBgn0001077	FBgn0051815	FBgn0034649	FBgn0264829	NA	NA	NA	NA	NA
FBgn0035848	FBgn0035959	FBgn0034976	NA	NA	NA	NA	NA	NA	FBgn0004509	FBgn0051816	FBgn0034662	FBgn0264866	NA	NA	NA	NA	NA
FBgn0030997	FBgn0028897	FBgn0025630	NA	NA	NA	NA	NA	NA	FBgn0001085	FBgn0051821	FBgn0034697	FBgn0264885	NA	NA	NA	NA	NA
FBgn0031004	FBgn0038768	FBgn0035983	NA	NA	NA	NA	NA	NA	FBgn0016797	FBgn0051848	FBgn0034704	FBgn0264953	NA	NA	NA	NA	NA
FBgn0035857	FBgn0035960	FBgn0029770	NA	NA	NA	NA	NA	NA	FBgn0260446	FBgn0051869	FBgn0034705	FBgn0265002	NA	NA	NA	NA	NA
FBgn0031008	FBgn0035944	FBgn0025627	NA	NA	NA	NA	NA	NA	FBgn0001122	FBgn0051870	FBgn0034710	FBgn0265011	NA	NA	NA	NA	NA
FBgn0031010	FBgn0038774	FBgn0025628	NA	NA	NA	NA	NA	NA	FBgn0036850	FBgn0051871	FBgn0034717	FBgn0265078	NA	NA	NA	NA	NA
FBgn0031011	FBgn0035945	FBgn0250844	NA	NA	NA	NA	NA	NA	FBgn0004921	FBgn0051872	FBgn0034718	FBgn0265192	NA	NA	NA	NA	NA
FBgn0031012	FBgn0035951	FBgn0250869	NA	NA	NA	NA	NA	NA	FBgn0032135	FBgn0032122	FBgn0034720	FBgn0265201	NA	NA	NA	NA	NA
FBgn0035825	FBgn0035953	FBgn0250911	NA	NA	NA	NA	NA	NA	FBgn0267336	FBgn0031668	FBgn0034735	FBgn0265296	NA	NA	NA	NA	NA
FBgn0030663	FBgn0035957	FBgn0259140	NA	NA	NA	NA	NA	NA	FBgn0027287	FBgn0051922	FBgn0034736	FBgn0265575	NA	NA	NA	NA	NA
FBgn0030664	FBgn0043457	FBgn0259145	NA	NA	NA	NA	NA	NA	FBgn0264495	FBgn0051935	FBgn0034740	FBgn0265598	NA	NA	NA	NA	NA
FBgn0030864	FBgn0038803	FBgn0259179	NA	NA	NA	NA	NA	NA	FBgn0041238	FBgn0038210	FBgn0034797	FBgn0265661	NA	NA	NA	NA	NA
FBgn0030674	FBgn0035955	FBgn0259200	NA	NA	NA	NA	NA	NA	FBgn0041237	FBgn0052017	FBgn0034860	FBgn0265819	NA	NA	NA	NA	NA
FBgn0030863	FBgn0038694	FBgn0259202	NA	NA	NA	NA	NA	NA	FBgn0040493	FBgn0052026	FBgn0034861	FBgn0265886	NA	NA	NA	NA	NA
FBgn0030675	FBgn0038691	FBgn0259224	NA	NA	NA	NA	NA	NA	FBgn0010226	FBgn0052073	FBgn0034880	FBgn0265991	NA	NA	NA	NA	NA
FBgn0030679	FBgn0035952	FBgn0259242	NA	NA	NA	NA	NA	NA	FBgn0261509	FBgn0052082	FBgn0034909	FBgn0266048	NA	NA	NA	NA	NA
FBgn0030683	FBgn0038704	FBgn0259735	NA	NA	NA	NA	NA	NA	FBgn0001186	FBgn0052085	FBgn0034958	FBgn0266084	NA	NA	NA	NA	NA
FBgn0035824	FBgn0038686	FBgn0259935	NA	NA	NA	NA	NA	NA	FBgn0040318	FBgn0052137	FBgn0034959	FBgn0266213	NA	NA	NA	NA	NA
FBgn0030852	FBgn0035948	FBgn0259957	NA	NA	NA	NA	NA	NA	FBgn0030600	FBgn0047178	FBgn0034961	FBgn0266311	NA	NA	NA	NA	NA
FBgn0030851	FBgn0035943	FBgn0259994	NA	NA	NA	NA	NA	NA	FBgn0263220	FBgn0052199	FBgn0035019	FBgn0266350	NA	NA	NA	NA	NA
FBgn0030696	FBgn0035942	FBgn0260234	NA	NA	NA	NA	NA	NA	FBgn0030301	FBgn0052204	FBgn0035065	FBgn0266411	NA	NA	NA	NA	NA
FBgn0035791	FBgn0035926	FBgn0260429	NA	NA	NA	NA	NA	NA	FBgn0263395	FBgn0052206	FBgn0035197	FBgn0266489	NA	NA	NA	NA	NA
FBgn0035788	FBgn0038682	FBgn0260658	NA	NA	NA	NA	NA	NA	FBgn0264562	FBgn0052214	FBgn0035198	FBgn0266579	NA	NA	NA	NA	NA
FBgn0035787	FBgn0029835	FBgn0260795	NA	NA	NA	NA	NA	NA	FBgn0001235	FBgn0052264	FBgn0035208	FBgn0266638	NA	NA	NA	NA	NA
FBgn0030697	FBgn0029836	FBgn0260868	NA	NA	NA	NA	NA	NA	FBgn0001941	FBgn0052333	FBgn0035227	FBgn0266669	NA	NA	NA	NA	NA
FBgn0030699	FBgn0029834	FBgn0260968	NA	NA	NA	NA	NA	NA	FBgn0031872	FBgn0052344	FBgn0035245	FBgn0266677	NA	NA	NA	NA	NA
FBgn0027602	FBgn0029833	FBgn0261262	NA	NA	NA	NA	NA	NA	FBgn0040653	FBgn0052373	FBgn0035246	FBgn0266696	NA	NA	NA	NA	NA
FBgn0029629	FBgn0029831	FBgn0261548	NA	NA	NA	NA	NA	NA	FBgn0086613	FBgn0250849	FBgn0035249	FBgn0266717	NA	NA	NA	NA	NA
FBgn0030837	FBgn0017429	FBgn0261555	NA	NA	NA	NA	NA	NA	FBgn0026679	FBgn0052392	FBgn0035260	FBgn0266756	NA	NA	NA	NA	NA
FBgn0030836	FBgn0038672	FBgn0261625	NA	NA	NA	NA	NA	NA	FBgn0001269	FBgn0052432	FBgn0035280	FBgn0266831	NA	NA	NA	NA	NA
FBgn0025833	FBgn0038675	FBgn0261698	NA	NA	NA	NA	NA	NA	FBgn0086655	FBgn0052479	FBgn0035285	FBgn0267175	NA	NA	NA	NA	NA
FBgn0030680	FBgn0038676	FBgn0261704	NA	NA	NA	NA	NA	NA	FBgn0001291	FBgn0052547	FBgn0035286	FBgn0267219	NA	NA	NA	NA	NA
FBgn0030688	FBgn0038679	FBgn0261801	NA	NA	NA	NA	NA	NA	FBgn0263973	FBgn0052572	FBgn0035308	FBgn0267277	NA	NA	NA	NA	NA
FBgn0030693	FBgn0029826	FBgn0263354	NA	NA	NA	NA	NA	NA	FBgn0001297	FBgn0052582	FBgn0035375	FBgn0267336	NA	NA	NA	NA	NA
FBgn0030809	FBgn0029827	FBgn0261925	NA	NA	NA	NA	NA	NA	FBgn0053182	FBgn0038221	FBgn0035461	FBgn0267350	NA	NA	NA	NA	NA
FBgn0030802	FBgn0029828	FBgn0025626	NA	NA	NA	NA	NA	NA	FBgn0261955	FBgn0052591	FBgn0035468	FBgn0267366	NA	NA	NA	NA	NA
FBgn0030800	FBgn0038725	FBgn0034742	NA	NA	NA	NA	NA	NA	FBgn0015400	FBgn0052645	FBgn0035469	FBgn0267430	NA	NA	NA	NA	NA
FBgn0030793	FBgn0038723	FBgn0262476	NA	NA	NA	NA	NA	NA	FBgn0028370	FBgn0052668	FBgn0035643	FBgn0267431	NA	NA	NA	NA	NA
FBgn0030791	FBgn0038720	FBgn0262508	NA	NA	NA	NA	NA	NA	FBgn0262127	FBgn0052681	FBgn0035802	FBgn0267441	NA	NA	NA	NA	NA
FBgn0035199	FBgn0038708	FBgn0262562	NA	NA	NA	NA	NA	NA	FBgn0028369	FBgn0052686	FBgn0035879	FBgn0267471	NA	NA	NA	NA	NA
FBgn0031769	FBgn0035914	FBgn0025632	NA	NA	NA	NA	NA	NA	FBgn0034098	FBgn0267253	FBgn0035914	FBgn0267473	NA	NA	NA	NA	NA
FBgn0031777	FBgn0038730	FBgn0262794	NA	NA	NA	NA	NA	NA	FBgn0261574	FBgn0052750	FBgn0035929	FBgn0267484	NA	NA	NA	NA	NA
FBgn0031779	FBgn0035923	FBgn0262881	NA	NA	NA	NA	NA	NA	FBgn0039688	FBgn0052751	FBgn0035931	FBgn0267487	NA	NA	NA	NA	NA
FBgn0035181	FBgn0035924	FBgn0034745	NA	NA	NA	NA	NA	NA	FBgn0027291	FBgn0052756	FBgn0035953	FBgn0267678	NA	NA	NA	NA	NA
FBgn0031784	FBgn0035911	FBgn0263131	NA	NA	NA	NA	NA	NA	FBgn0265276	FBgn0052767	FBgn0035956	FBgn0267688	NA	NA	NA	NA	NA
FBgn0030332	FBgn0036402	FBgn0263216	NA	NA	NA	NA	NA	NA	FBgn0010238	FBgn0052791	FBgn0035959	FBgn0267781	NA	NA	NA	NA	NA
FBgn0031089	FBgn0036403	FBgn0028481	NA	NA	NA	NA	NA	NA	FBgn0034602	FBgn0052833	FBgn0035969	FBgn0267928	NA	NA	NA	NA	NA
FBgn0031092	FBgn0036063	FBgn0034665	NA	NA	NA	NA	NA	NA	FBgn0000464	FBgn0037030	FBgn0036040	FBgn0267953	NA	NA	NA	NA	NA
FBgn0031094	FBgn0035902	FBgn0263980	NA	NA	NA	NA	NA	NA	FBgn0026411	FBgn0034711	FBgn0036044	FBgn0267956	NA	NA	NA	NA	NA
FBgn0031093	FBgn0036062	FBgn0263993	NA	NA	NA	NA	NA	NA	FBgn0023495	FBgn0034710	FBgn0036116	FBgn0267964	NA	NA	NA	NA	NA
FBgn0030787	FBgn0036058	FBgn0039078	NA	NA	NA	NA	NA	NA	FBgn0034720	FBgn0053060	FBgn0036152	FBgn0283658	NA	NA	NA	NA	NA
FBgn0039594	FBgn0036056	FBgn0264090	NA	NA	NA	NA	NA	NA	FBgn0032633	FBgn0053061	FBgn0036155	FBgn0283666	NA	NA	NA	NA	NA
FBgn0039597	FBgn0035901	FBgn0034664	NA	NA	NA	NA	NA	NA	FBgn0040765	FBgn0028916	FBgn0036302	FBgn0283680	NA	NA	NA	NA	NA
FBgn0263258	FBgn0036040	FBgn0264308	NA	NA	NA	NA	NA	NA	FBgn0265487	FBgn0053098	FBgn0036311	FBgn0284224	NA	NA	NA	NA	NA
FBgn0000319	FBgn0036031	FBgn0264489	NA	NA	NA	NA	NA	NA	FBgn0025815	FBgn0053109	FBgn0036341	FBgn0284231	NA	NA	NA	NA	NA
FBgn0000307	FBgn0035903	FBgn0264540	NA	NA	NA	NA	NA	NA	FBgn0262559	FBgn0053124	FBgn0036360	FBgn0284236	NA	NA	NA	NA	NA
FBgn0027598	FBgn0036030	FBgn0264542	NA	NA	NA	NA	NA	NA	FBgn0013531	FBgn0053143	FBgn0036367	FBgn0284251	NA	NA	NA	NA	NA
FBgn0000317	FBgn0036405	FBgn0264775	NA	NA	NA	NA	NA	NA	FBgn0032694	FBgn0053158	FBgn0036368	FBgn0285944	NA	NA	NA	NA	NA
FBgn0000259	FBgn0038715	FBgn0264776	NA	NA	NA	NA	NA	NA	FBgn0086442	FBgn0035802	FBgn0036373	FBgn0286071	NA	NA	NA	NA	NA
FBgn0020503	FBgn0038716	FBgn0265046	NA	NA	NA	NA	NA	NA	FBgn0263556	FBgn0053310	FBgn0036454	NA	NA	NA	NA	NA	NA
FBgn0023076	FBgn0038727	FBgn0265084	NA	NA	NA	NA	NA	NA	FBgn0263517	FBgn0067628	FBgn0036518	NA	NA	NA	NA	NA	NA
FBgn0259236	FBgn0038652	FBgn0265178	NA	NA	NA	NA	NA	NA	FBgn0263543	FBgn0067629	FBgn0036522	NA	NA	NA	NA	NA	NA
FBgn0005775	FBgn0036415	FBgn0265185	NA	NA	NA	NA	NA	NA	FBgn0035889	FBgn0031513	FBgn0036603	NA	NA	NA	NA	NA	NA
FBgn0261573	FBgn0035229	FBgn0265186	NA	NA	NA	NA	NA	NA	FBgn0002772	FBgn0036459	FBgn0036605	NA	NA	NA	NA	NA	NA
FBgn0039805	FBgn0035235	FBgn0265595	NA	NA	NA	NA	NA	NA	FBgn0259110	FBgn0053493	FBgn0036606	NA	NA	NA	NA	NA	NA
FBgn0039481	FBgn0036417	FBgn0039064	NA	NA	NA	NA	NA	NA	FBgn0031885	FBgn0053514	FBgn0036663	NA	NA	NA	NA	NA	NA
FBgn0051647	FBgn0036416	FBgn0035971	NA	NA	NA	NA	NA	NA	FBgn0011661	FBgn0053687	FBgn0036684	NA	NA	NA	NA	NA	NA
FBgn0054006	FBgn0035251	FBgn0266100	NA	NA	NA	NA	NA	NA	FBgn0031640	FBgn0053710	FBgn0036773	NA	NA	NA	NA	NA	NA
FBgn0085364	FBgn0035252	FBgn0266101	NA	NA	NA	NA	NA	NA	FBgn0034091	FBgn0053912	FBgn0036774	NA	NA	NA	NA	NA	NA
FBgn0261857	FBgn0035253	FBgn0266259	NA	NA	NA	NA	NA	NA	FBgn0032456	FBgn0053965	FBgn0036793	NA	NA	NA	NA	NA	NA
FBgn0262097	FBgn0035254	FBgn0266354	NA	NA	NA	NA	NA	NA	FBgn0052296	FBgn0053966	FBgn0036795	NA	NA	NA	NA	NA	NA
FBgn0262883	FBgn0035260	FBgn0266432	NA	NA	NA	NA	NA	NA	FBgn0036868	FBgn0053993	FBgn0036799	NA	NA	NA	NA	NA	NA
FBgn0262989	FBgn0035268	FBgn0266433	NA	NA	NA	NA	NA	NA	FBgn0011666	FBgn0054012	FBgn0036807	NA	NA	NA	NA	NA	NA
FBgn0262991	FBgn0036410	FBgn0266442	NA	NA	NA	NA	NA	NA	FBgn0025390	FBgn0054027	FBgn0036837	NA	NA	NA	NA	NA	NA
FBgn0263406	FBgn0027567	FBgn0266443	NA	NA	NA	NA	NA	NA	FBgn0002887	FBgn0054040	FBgn0036871	NA	NA	NA	NA	NA	NA
FBgn0263453	FBgn0036043	FBgn0266445	NA	NA	NA	NA	NA	NA	FBgn0032151	FBgn0054056	FBgn0036919	NA	NA	NA	NA	NA	NA
FBgn0263744	FBgn0036022	FBgn0266459	NA	NA	NA	NA	NA	NA	FBgn0086778	FBgn0083945	FBgn0036920	NA	NA	NA	NA	NA	NA
FBgn0263745	FBgn0036020	FBgn0266489	NA	NA	NA	NA	NA	NA	FBgn0036414	FBgn0083949	FBgn0036945	NA	NA	NA	NA	NA	NA
FBgn0263746	FBgn0036381	FBgn0266696	NA	NA	NA	NA	NA	NA	FBgn0029970	FBgn0083950	FBgn0037115	NA	NA	NA	NA	NA	NA
FBgn0265784	FBgn0040812	FBgn0038355	NA	NA	NA	NA	NA	NA	FBgn0039478	FBgn0083963	FBgn0037116	NA	NA	NA	NA	NA	NA
FBgn0036198	FBgn0036380	FBgn0029906	NA	NA	NA	NA	NA	NA	FBgn0028999	FBgn0083971	FBgn0037153	NA	NA	NA	NA	NA	NA
FBgn0025680	FBgn0036397	FBgn0034734	NA	NA	NA	NA	NA	NA	FBgn0265416	FBgn0083985	FBgn0037171	NA	NA	NA	NA	NA	NA
FBgn0010383	FBgn0036386	FBgn0029912	NA	NA	NA	NA	NA	NA	FBgn0002945	FBgn0083991	FBgn0037203	NA	NA	NA	NA	NA	NA
FBgn0001992	FBgn0036394	FBgn0029932	NA	NA	NA	NA	NA	NA	FBgn0011817	FBgn0085201	FBgn0037292	NA	NA	NA	NA	NA	NA
FBgn0035790	FBgn0035189	FBgn0038735	NA	NA	NA	NA	NA	NA	FBgn0264975	FBgn0085213	FBgn0037326	NA	NA	NA	NA	NA	NA
FBgn0031693	FBgn0035196	FBgn0039355	NA	NA	NA	NA	NA	NA	FBgn0013997	FBgn0085260	FBgn0037475	NA	NA	NA	NA	NA	NA
FBgn0031694	FBgn0035197	FBgn0034733	NA	NA	NA	NA	NA	NA	FBgn0085424	FBgn0085285	FBgn0037541	NA	NA	NA	NA	NA	NA
FBgn0015033	FBgn0035198	FBgn0035600	NA	NA	NA	NA	NA	NA	FBgn0039004	FBgn0085287	FBgn0037561	NA	NA	NA	NA	NA	NA
FBgn0000406	FBgn0035199	FBgn0035607	NA	NA	NA	NA	NA	NA	FBgn0263456	FBgn0085302	FBgn0037625	NA	NA	NA	NA	NA	NA
FBgn0025641	FBgn0035203	FBgn0038766	NA	NA	NA	NA	NA	NA	FBgn0011279	FBgn0085305	FBgn0037712	NA	NA	NA	NA	NA	NA
FBgn0000422	FBgn0035207	FBgn0028884	NA	NA	NA	NA	NA	NA	FBgn0038063	FBgn0085339	FBgn0037713	NA	NA	NA	NA	NA	NA
FBgn0039638	FBgn0035216	FBgn0038768	NA	NA	NA	NA	NA	NA	FBgn0250910	FBgn0085354	FBgn0037753	NA	NA	NA	NA	NA	NA
FBgn0013813	FBgn0035218	FBgn0036597	NA	NA	NA	NA	NA	NA	FBgn0027864	FBgn0085369	FBgn0037809	NA	NA	NA	NA	NA	NA
FBgn0262873	FBgn0035208	FBgn0031322	NA	NA	NA	NA	NA	NA	FBgn0037153	FBgn0085371	FBgn0037810	NA	NA	NA	NA	NA	NA
FBgn0085358	FBgn0035206	FBgn0039358	NA	NA	NA	NA	NA	NA	FBgn0259175	FBgn0085380	FBgn0037958	NA	NA	NA	NA	NA	NA
FBgn0011274	FBgn0035193	FBgn0039342	NA	NA	NA	NA	NA	NA	FBgn0034865	FBgn0085384	FBgn0038358	NA	NA	NA	NA	NA	NA
FBgn0031601	FBgn0035192	FBgn0039343	NA	NA	NA	NA	NA	NA	FBgn0034866	FBgn0085385	FBgn0038525	NA	NA	NA	NA	NA	NA
FBgn0042650	FBgn0043001	FBgn0038471	NA	NA	NA	NA	NA	NA	FBgn0021767	FBgn0085391	FBgn0038541	NA	NA	NA	NA	NA	NA
FBgn0039802	FBgn0022702	FBgn0038353	NA	NA	NA	NA	NA	NA	FBgn0003016	FBgn0085399	FBgn0038542	NA	NA	NA	NA	NA	NA
FBgn0260632	FBgn0035398	FBgn0038354	NA	NA	NA	NA	NA	NA	FBgn0264255	FBgn0085400	FBgn0038613	NA	NA	NA	NA	NA	NA
FBgn0001624	FBgn0262582	FBgn0030838	NA	NA	NA	NA	NA	NA	FBgn0264815	FBgn0085431	FBgn0038638	NA	NA	NA	NA	NA	NA
FBgn0039683	FBgn0035427	FBgn0034158	NA	NA	NA	NA	NA	NA	FBgn0016694	FBgn0085437	FBgn0038676	NA	NA	NA	NA	NA	NA
FBgn0011762	FBgn0015024	FBgn0035641	NA	NA	NA	NA	NA	NA	FBgn0035922	FBgn0085461	FBgn0038821	NA	NA	NA	NA	NA	NA
FBgn0000479	FBgn0000355	FBgn0035645	NA	NA	NA	NA	NA	NA	FBgn0035975	FBgn0085471	FBgn0038827	NA	NA	NA	NA	NA	NA
FBgn0265998	FBgn0000356	FBgn0039529	NA	NA	NA	NA	NA	NA	FBgn0035976	FBgn0085472	FBgn0038872	NA	NA	NA	NA	NA	NA
FBgn0266137	FBgn0000357	FBgn0038359	NA	NA	NA	NA	NA	NA	FBgn0264908	FBgn0034849	FBgn0039069	NA	NA	NA	NA	NA	NA
FBgn0053517	FBgn0000358	FBgn0038357	NA	NA	NA	NA	NA	NA	FBgn0035438	FBgn0038250	FBgn0039070	NA	NA	NA	NA	NA	NA
FBgn0000492	FBgn0030394	FBgn0039527	NA	NA	NA	NA	NA	NA	FBgn0029881	FBgn0038697	FBgn0039085	NA	NA	NA	NA	NA	NA
FBgn0015380	FBgn0030398	FBgn0026593	NA	NA	NA	NA	NA	NA	FBgn0004462	FBgn0031417	FBgn0039093	NA	NA	NA	NA	NA	NA
FBgn0263219	FBgn0035279	FBgn0038930	NA	NA	NA	NA	NA	NA	FBgn0041195	FBgn0031562	FBgn0039094	NA	NA	NA	NA	NA	NA
FBgn0004511	FBgn0035280	FBgn0034717	NA	NA	NA	NA	NA	NA	FBgn0025574	FBgn0031418	FBgn0039280	NA	NA	NA	NA	NA	NA
FBgn0260003	FBgn0035281	FBgn0032587	NA	NA	NA	NA	NA	NA	FBgn0003117	FBgn0038268	FBgn0039302	NA	NA	NA	NA	NA	NA
FBgn0011766	FBgn0052029	FBgn0026576	NA	NA	NA	NA	NA	NA	FBgn0011230	FBgn0032974	FBgn0039303	NA	NA	NA	NA	NA	NA
FBgn0262579	FBgn0035985	FBgn0063649	NA	NA	NA	NA	NA	NA	FBgn0051660	FBgn0027521	FBgn0039398	NA	NA	NA	NA	NA	NA
FBgn0028737	FBgn0038714	FBgn0036202	NA	NA	NA	NA	NA	NA	FBgn0025739	FBgn0034796	FBgn0039430	NA	NA	NA	NA	NA	NA
FBgn0030691	FBgn0031135	FBgn0034725	NA	NA	NA	NA	NA	NA	FBgn0050181	FBgn0029824	FBgn0039434	NA	NA	NA	NA	NA	NA
FBgn0039726	FBgn0052657	FBgn0038407	NA	NA	NA	NA	NA	NA	FBgn0052792	FBgn0039240	FBgn0039435	NA	NA	NA	NA	NA	NA
FBgn0035823	FBgn0040859	FBgn0039420	NA	NA	NA	NA	NA	NA	FBgn0031443	FBgn0034755	FBgn0039528	NA	NA	NA	NA	NA	NA
FBgn0040368	FBgn0052660	FBgn0036154	NA	NA	NA	NA	NA	NA	FBgn0263102	FBgn0029853	FBgn0039562	NA	NA	NA	NA	NA	NA
FBgn0004593	FBgn0030356	FBgn0036152	NA	NA	NA	NA	NA	NA	FBgn0004369	FBgn0031670	FBgn0039563	NA	NA	NA	NA	NA	NA
FBgn0004594	FBgn0053701	FBgn0027581	NA	NA	NA	NA	NA	NA	FBgn0016698	FBgn0037788	FBgn0039590	NA	NA	NA	NA	NA	NA
FBgn0014848	FBgn0053963	FBgn0033859	NA	NA	NA	NA	NA	NA	FBgn0003159	FBgn0038291	FBgn0039594	NA	NA	NA	NA	NA	NA
FBgn0014849	FBgn0085314	FBgn0030647	NA	NA	NA	NA	NA	NA	FBgn0020385	FBgn0058006	FBgn0039595	NA	NA	NA	NA	NA	NA
FBgn0000567	FBgn0085340	FBgn0033874	NA	NA	NA	NA	NA	NA	FBgn0003175	FBgn0029821	FBgn0039596	NA	NA	NA	NA	NA	NA
FBgn0264490	FBgn0001994	FBgn0033875	NA	NA	NA	NA	NA	NA	FBgn0262114	FBgn0058470	FBgn0039600	NA	NA	NA	NA	NA	NA
FBgn0020443	FBgn0025680	FBgn0029690	NA	NA	NA	NA	NA	NA	FBgn0262483	FBgn0035983	FBgn0039601	NA	NA	NA	NA	NA	NA
FBgn0035849	FBgn0011204	FBgn0029689	NA	NA	NA	NA	NA	NA	FBgn0260943	FBgn0028474	FBgn0039613	NA	NA	NA	NA	NA	NA
FBgn0005659	FBgn0010317	FBgn0032363	NA	NA	NA	NA	NA	NA	FBgn0261549	FBgn0029770	FBgn0039620	NA	NA	NA	NA	NA	NA
FBgn0041156	FBgn0038681	FBgn0033880	NA	NA	NA	NA	NA	NA	FBgn0064227	FBgn0036793	FBgn0039622	NA	NA	NA	NA	NA	NA
FBgn0262111	FBgn0038680	FBgn0034694	NA	NA	NA	NA	NA	NA	FBgn0004244	FBgn0038385	FBgn0039623	NA	NA	NA	NA	NA	NA
FBgn0039694	FBgn0030339	FBgn0038917	NA	NA	NA	NA	NA	NA	FBgn0243486	FBgn0087041	FBgn0039663	NA	NA	NA	NA	NA	NA
FBgn0024238	FBgn0001992	FBgn0036031	NA	NA	NA	NA	NA	NA	FBgn0031814	FBgn0266569	FBgn0039667	NA	NA	NA	NA	NA	NA
