lfc_ctrl	p_ctrl	FDR_ctrl	lfc_hs	p_hs	FDR_hs	diffexp_in	lfc_1
FBgn0040389	-0.855328282627176	6.05268965005376e-11	9.68696591353911e-10	-0.328581542778426	0.00416510036880058	0.0170781632327041	both	no
FBgn0023526	-0.0040192659492674	0.959460444989347	0.972919988578477	0.0514114115259198	0.477502844134524	0.620965402396193	none	no
FBgn0023529	0.346178290583189	1.34273509075924e-05	6.61369743485429e-05	0.174432207587091	0.0168734632998541	0.0530725290954019	none	no
FBgn0023528	-1.01514165265367	4.94128612408582e-06	2.71162081671175e-05	0.0734900792011583	0.651067255629641	0.768259361642976	ctrl	yes
FBgn0027296	-0.29459170593425	0.0127182076781724	0.0295989843938703	0.121824279562448	0.243193955095126	0.377181869950727	ctrl	no
FBgn0023524	0.524336958231788	0.0131860516621826	0.0305315557685031	-0.258180123114828	0.144284148215821	0.255576351472848	ctrl	no
FBgn0023525	0.150229141304889	0.300101196280451	0.436689049113601	-0.0616645515560116	0.634684851201372	0.755050152682613	none	no
FBgn0000377	-0.0514485723227359	0.659995797804044	0.761184925299148	0.215106126562713	0.0439728955949353	0.106186760048389	none	no
FBgn0001330	-0.499192797063921	0.0485118486571867	0.0946900622484251	0.223108223306251	0.256202019133585	0.393200933470624	none	no
FBgn0004397	0.392078641407259	8.20182444944242e-05	0.000336552307765654	0.175687619999899	0.0517146153465983	0.119110577444212	ctrl	no
FBgn0023542	0.000917147211904614	0.989307601072865	0.994134824683329	0.421695214624284	0.000461919969422184	0.00257763623018565	hs	no
FBgn0005670	-0.0534887200005256	0.744664444076299	0.824754434518243	-0.0156595356928557	0.915233031033306	0.949327048724559	none	no
FBgn0004655	-0.682944526543665	6.62962176240399e-05	0.000278102696143887	0.136308960977696	0.335840365626239	0.481948144992164	ctrl	no
FBgn0013432	-0.149463865914705	0.169175912870306	0.274213704927144	-0.12796417953559	0.195962970488372	0.320343840479345	none	no
FBgn0004861	0.69247614917571	0.00029069594823458	0.00104407577327425	0.147885475152421	0.339487797765677	0.486167702583708	ctrl	no
FBgn0004860	0.225991295438107	0.20405311411831	0.320189726940964	0.323978774338836	0.0462804319559212	0.109934910728809	none	no
FBgn0040394	-0.181961868849979	0.180321453338441	0.289399891661385	0.0509564903239543	0.674142699440127	0.785887809931538	none	no
FBgn0040376	0.251446900496008	0.286164130894525	0.420274689008845	0.0965055796292791	0.604565978788527	0.730641035307123	none	no
FBgn0040066	-0.53500695415759	0.00116280804047475	0.00361596859310026	0.0830375902506042	0.550206970757942	0.685091157406222	ctrl	no
FBgn0001404	0.84454160128141	4.53003024411494e-26	3.23171765454343e-24	0.723724072440135	1.60461392813481e-22	8.30064503582535e-21	both	no
FBgn0040336	-0.305743050491414	0.0234074122523042	0.0504127673113458	0.0418870851097692	0.724213618330062	0.823330032712491	none	no
FBgn0040333	0.503705825603226	0.0722338728173193	0.133677979281289	-0.268700827358691	0.17749633829082	0.297371071748933	none	no
FBgn0040334	-0.499942086571337	0.0030089954783059	0.00837195657550571	-0.0178319272763369	0.894335324460588	0.93700039033282	ctrl	no
FBgn0029629	-0.284117763358913	0.000977650818864368	0.00311928052847255	0.11663294039447	0.133067767570506	0.239913228118942	ctrl	no
FBgn0011566	-0.723322651886857	2.59458978663255e-05	0.000120045942223767	-0.0687526421676338	0.620109979534851	0.743546130574855	ctrl	no
FBgn0011606	-0.029939261273896	0.823687992484076	0.88012655948565	-0.126215396331308	0.308352921205614	0.452727353548285	none	no
FBgn0040375	0.125388967010689	0.348105596718444	0.489257351040666	0.266796494874411	0.0285185209843034	0.0782502907349601	none	no
FBgn0040377	0.280020522082579	0.108485505528134	0.1880748559148	-0.330379082409939	0.0398677260807089	0.0989891333418876	none	no
FBgn0040388	-0.587683808276226	0.00518552985450324	0.0134762043718816	0.195951519205668	0.245902404539584	0.380658735718275	ctrl	no
FBgn0003714	-1.09890940143102	2.1056197201536e-13	4.85895121468848e-12	-0.375746836979659	0.00396859093066757	0.0163770018934732	both	yes
FBgn0003371	0.101785144689257	0.15662073993754	0.257501386786549	0.114142828381033	0.0868522759935188	0.174643472646705	none	no
FBgn0003068	1.07538976838709	3.43295250141385e-11	5.66878616534526e-10	0.976862427250613	7.00479078276508e-11	1.27428818989801e-09	both	yes
FBgn0024993	-0.365481346484147	0.054064449394517	0.103874927854454	0.014675538645872	0.92607554202736	0.955398349832574	none	no
FBgn0024996	-0.229499850214805	0.00168026200282665	0.00503709413920706	-0.225323973068162	0.000770808927061879	0.00407230369742517	both	no
FBgn0024997	0.19990719720307	0.138181246082355	0.23136191148779	-0.409964003345877	0.00130210632183318	0.00638763618103781	hs	no
FBgn0024991	-0.65416589777853	0.000106111622416877	0.000420860595450657	-0.0948927015385196	0.492950536818906	0.634125528506583	ctrl	no
FBgn0000928	-0.426481221721138	0.0872832840808472	0.156770947135502	-0.0253363148593689	0.887672076634333	0.933672088133088	none	no
FBgn0000927	-1.67680684778941	5.91240974116975e-07	4.01580288269246e-06	0.125852873657242	0.504585956712084	0.644610921993492	ctrl	yes
FBgn0000520	-0.158713384106989	0.256193553472329	0.385013442950637	0.350790212292171	0.00643620262618396	0.0243589291486816	hs	no
FBgn0024975	-0.862306884972743	7.01504353505478e-05	0.000291803354364035	-0.1236892307622	0.432939463862079	0.57811772058412	ctrl	no
FBgn0024980	0.360029095757574	0.00924606634102043	0.0223177386360544	0.138017851377429	0.260606177736736	0.398168593224591	ctrl	no
FBgn0000376	-0.582908202941697	0.00848655373884868	0.0207506124685335	0.250600350863117	0.162807972821736	0.278447042204521	ctrl	no
FBgn0024973	0.167699225577173	0.0245204231473652	0.0525197053872628	0.158075861957717	0.0194345448285341	0.0587612345715928	none	no
FBgn0024998	-0.535693558020954	0.000194770041708479	0.000728053083989059	-0.00467026383505909	0.968926136650046	0.981891486823389	ctrl	no
FBgn0024995	-0.0531894397321756	0.728635154777761	0.81288492641814	-0.321235908536713	0.0227475079708227	0.0661574872106394	none	no
FBgn0024994	-0.303125481971546	0.0050580556644356	0.0131901555739764	-0.0788290103891148	0.418455331258847	0.564718093557161	ctrl	no
FBgn0024992	0.0948397336309442	0.215403838146125	0.335253513954791	0.0428612297880801	0.538802036320676	0.674478541499569	none	no
FBgn0000092	-1.72655250040773	1.05458790871614e-07	8.55187743212232e-07	-1.99727506797183	9.36266613056203e-11	1.69194537773319e-09	both	yes
FBgn0025838	0.173820292637904	0.446281609227672	0.585124776542948	-0.606111937229881	0.0186045304258742	0.0569297587884545	none	no
FBgn0004647	-0.712276680846501	1.62140578567632e-06	9.95928202062862e-06	-0.16946762408777	0.174911156860556	0.293942305948109	ctrl	no
FBgn0040396	-0.500692720693711	7.58811632107649e-08	6.37600382175134e-07	-0.332409243789569	8.82959842617442e-05	0.000605751519935222	both	no
FBgn0000479	0.623994148557666	5.88467506697152e-07	3.99945382042305e-06	0.145487088158015	0.18500759717587	0.306877391030571	ctrl	no
FBgn0000644	-1.06475141882492	0.000999834719748366	0.00317798368260146	-0.123087583371923	0.485566993450153	0.628032199728454	ctrl	yes
FBgn0028746	0.00652079622593349	0.940297616271843	0.960627899813475	-0.153027107829261	0.0527166376268532	0.120614589857049	none	no
FBgn0028369	-1.0076150280211	9.07945372978122e-61	7.62324903542785e-58	-0.881671794183122	5.65761804887095e-55	2.9406143334965e-52	both	yes
FBgn0044046	-0.574515457336732	0.0337862472766928	0.0694233601327375	-0.353857214222467	0.100961262695471	0.194939356504699	none	no
FBgn0023215	0.0603380424841774	0.598017954711575	0.712672341486717	0.302554676817555	0.00436520800551142	0.017732134492057	hs	no
FBgn0015286	0.492865904247262	2.98265923233256e-09	3.39122140842811e-08	0.43530381755662	1.33877074014307e-08	1.8380732866241e-07	both	no
FBgn0023216	-0.597957674597991	0.00342837375995251	0.00937627150836424	-0.0445239596670307	0.779963242712649	0.861582713714053	ctrl	no
FBgn0029672	-0.832528044700436	0.0022330731905262	0.00644644111996653	0.120317364223907	0.509423366482034	0.648740216803391	ctrl	no
FBgn0052791	0.378959159843843	0.0369972791704235	0.0749490167307299	-0.080419577026554	0.601301997165329	0.72840127569917	none	no
FBgn0028491	0.438646676450244	2.9282253986511e-05	0.000133730461197811	0.080363914392492	0.39657867878968	0.543596167146723	ctrl	no
FBgn0028665	-0.21266820899747	3.54811613148477e-05	0.000158330693275373	-0.167136143027721	0.000303469478988436	0.00179434960084441	both	no
FBgn0029681	0.79960978751787	0.0222749514838346	0.0482926426785442	1.05824781065537	0.00423418607106022	0.0172964599422239	both	yes
FBgn0029686	-0.288098747271504	0.126577145775077	0.214832770352195	0.134678673835608	0.405007006053332	0.551822677702175	none	no
FBgn0052783	-0.0244624785639509	0.909742122002984	0.941009762696417	-0.870345040729109	0.00811131942289057	0.0294331953127828	hs	no
FBgn0029687	0.11034843605347	0.0259280916794171	0.055123708741885	0.195716632770914	1.8070416520506e-05	0.000143969778336732	none	no
FBgn0029689	0.59757779934333	5.35826259688802e-08	4.67509482374363e-07	0.594477934493267	3.86252430439071e-09	5.79113362395942e-08	both	no
FBgn0029688	0.274016156586079	0.00152988069704194	0.00462438322021956	0.221144888136723	0.00527743167554028	0.020736738388191	both	no
FBgn0029685	-0.031364107117826	0.813284949736096	0.873292955795897	0.213958014574396	0.0792910275568422	0.163603320563881	none	no
