lfc_ctrl	p_ctrl	FDR_ctrl	lfc_hs	p_hs	FDR_hs	diffexp_in	lfc_1
FBgn0037087	-0.677639836412219	5.72776827429446e-06	3.08733781303329e-05	-0.11837543473797	0.351448714755263	0.49760834369616	ctrl	no
FBgn0037093	-0.126766106708499	0.0541841821216417	0.104031723457822	-0.00468149426366379	0.938191931054109	0.962802268470817	none	no
FBgn0037094	-0.154692582501687	0.0489531419793336	0.0954490076285148	0.0272042673136531	0.703905815001469	0.808995763757332	none	no
FBgn0015283	-0.424435235674587	8.97824700372915e-10	1.1290042171164e-08	-0.0590305183596971	0.349878862202503	0.495835858340732	ctrl	no
FBgn0028663	-0.0819703267440768	0.100564876527499	0.17628918541705	-0.124258413987573	0.00758770745288478	0.0277918882041065	hs	no
FBgn0053290	0.101649129354807	0.644107397804338	0.747759226444836	0.00389921936214544	0.984779738331386	0.991593251281095	none	no
FBgn0037101	0.0885334913882269	0.68694353712779	0.78070134035866	-0.579144534364883	0.0199938671279603	0.0598883259335034	none	no
FBgn0052438	-0.282455315538893	0.018120974288254	0.0403739187137251	-0.120450611055253	0.262083822632984	0.399811896492686	ctrl	no
FBgn0052441	0.149713276787338	0.00453629352940429	0.0119881108455806	0.0477813980161584	0.323392095949384	0.469329175280884	ctrl	no
FBgn0037102	-0.484073051151464	1.12631513837433e-08	1.14680314695483e-07	-0.29174571662132	0.000133355498331247	0.000875270754230647	both	no
FBgn0037098	0.211494091477736	0.0285697285932702	0.0599771258639972	0.10360482482296	0.238295622506008	0.371517885966729	none	no
FBgn0029152	-0.200684193225393	0.0128298036668329	0.0298205508993783	0.096753361151494	0.186490507970454	0.308743196495906	ctrl	no
FBgn0026371	-0.0637569472019664	0.670868464984347	0.768769479821958	-0.277436537551753	0.0475440760708639	0.112084750483383	none	no
FBgn0015239	0.0267224553076066	0.714252757990725	0.802725376180886	0.0980863348545754	0.137033338284928	0.245683128676082	none	no
FBgn0037086	-0.012690679302017	0.944573471213607	0.963553218532385	-0.690162174301494	0.00955898392101978	0.033809562377813	hs	no
FBgn0014143	0.619784410150221	0.0314643558978366	0.0653039445949585	0.0865828310774765	0.638063482660732	0.757583260441846	none	no
FBgn0037082	-0.00281184641503958	0.981828457509437	0.989169061631484	0.109123149550382	0.295086115030133	0.438391853212727	none	no
FBgn0037074	0.755462086020064	7.15321603949051e-14	1.72737506794334e-12	0.664208647869574	8.71208228943807e-13	1.98109121227535e-11	both	no
FBgn0003042	-0.352255244122471	0.0160128970717169	0.0362916884422321	0.291412197014119	0.0237959428262995	0.0684407683660234	none	no
FBgn0037070	-0.0883600658297053	0.434081143767061	0.573468371364981	-0.0889121919574881	0.386295505367922	0.53345337058336	none	no
FBgn0037065	0.446321521815113	0.00110239435004823	0.00345042661028747	0.314124616714879	0.0111872162430989	0.0381708237866286	both	no
FBgn0027945	0.165743362724594	0.0394637544278084	0.0791668589559877	0.0213301466906249	0.774932645009961	0.858284115806565	none	no
FBgn0037064	0.236497387036746	0.2992884081545	0.435738692144373	-0.327669304341195	0.117685369117603	0.219391256006599	none	no
FBgn0037063	0.23711374127564	0.00110947313884896	0.00346988518926543	0.0458263595532827	0.492416425526366	0.633613206496414	ctrl	no
FBgn0037106	-0.776733042718571	4.76880629539109e-05	0.000206144636491857	0.0232430649731018	0.877326141394316	0.927459063759705	ctrl	no
FBgn0037108	-0.157020992889768	0.0306180380618692	0.0637535073340904	-0.164382387501045	0.0129946079632072	0.043216375965389	none	no
FBgn0037110	-0.223030643005677	0.00289452785483444	0.00808438370919087	-0.16104866225774	0.0186677619107219	0.0570752440491679	none	no
FBgn0043783	0.259583196443019	0.0938747644489899	0.166419206425325	-0.470941238047481	0.00131612294832714	0.00645059810551896	hs	no
FBgn0052445	0.0959967045628281	0.661487130059056	0.762502061948949	-0.473325074647401	0.0431673778049764	0.104798026855275	none	no
FBgn0052446	-0.444490969767425	3.56457942290485e-10	4.88172953588537e-09	-0.312628220132705	1.39799950726846e-06	1.35757692365082e-05	both	no
FBgn0037115	0.169061304486834	0.456582708156993	0.594363860928207	-0.602993896071631	0.0228338144934134	0.0663024967266845	none	no
FBgn0037117	0.483563620343669	0.00911061465175603	0.0220297649366232	-0.0864278837518046	0.575062429021089	0.705689108346608	ctrl	no
FBgn0037121	-0.465634160410704	1.10112310371418e-05	5.53095199127486e-05	-0.196637456689091	0.0369952328657188	0.0939732293994229	none	no
FBgn0037125	-0.431373324472474	0.0948349569410327	0.167848800877472	-0.997401830774861	0.00143992737520264	0.00696666990263156	hs	no
FBgn0037128	0.0714760475732728	0.724861289204052	0.810060506978829	0.013525160082882	0.940443149604325	0.964013963434942	none	no
FBgn0000560	0.0421760475495302	0.846739640281464	0.894902547666365	-0.42954419212017	0.0657523610152703	0.142200717353215	none	no
FBgn0022936	-0.847198563580438	1.97970869595424e-06	1.1892416299582e-05	-0.0489649189511013	0.727367440867165	0.825282288676207	ctrl	no
FBgn0037134	-0.459763092479864	1.71715491277405e-06	1.04758245188287e-05	-0.0614720554251571	0.468559356633651	0.613228462548717	ctrl	no
FBgn0037135	0.196330235860452	0.000733066493091712	0.00241224623819597	0.090148201985929	0.0939457842429851	0.185230660668072	ctrl	no
FBgn0037138	-0.412311040662226	1.36221813220804e-10	2.01745059878573e-09	-0.232751309441887	6.80300903382652e-05	0.000479372779885193	both	no
FBgn0046301	-0.291486411844375	0.00183089292082528	0.00541430404519315	-0.278920748571212	0.000924220059264495	0.00475618196457896	both	no
FBgn0052448	0.103273298755682	0.446196776854938	0.58508383221668	-0.193618362425485	0.118420926837697	0.220492673754095	none	no
FBgn0037130	-0.00466169045798213	0.972994281205195	0.982354322389669	-0.205469870131642	0.105978631513995	0.202548899137673	none	no
FBgn0037127	0.208731977873046	0.343335677673924	0.484424627948666	-0.115430477358023	0.529037686912551	0.665949296811267	none	no
FBgn0037126	0.950175201280158	1.71621598539111e-07	1.31206985602998e-06	0.661162010257132	5.77253936968668e-05	0.000412351225262632	both	no
FBgn0037123	0.00684923524315737	0.975589192522234	0.984518864310298	-0.0598454603406618	0.738137583604555	0.83291247792062	none	no
FBgn0037122	0.153323923123595	0.489159301393826	0.624099798330053	-0.15200481747663	0.419863137583372	0.566080053130936	none	no
FBgn0037120	0.0540986206209719	0.539895451188752	0.668135924005128	-0.0320575710400155	0.688921713632944	0.797703015199612	none	no
FBgn0052447	0.0338904238066951	0.874482942994734	0.91549792085052	-0.112801164585517	0.542123262111392	0.677809324850612	none	no
FBgn0037116	0.214189116474142	0.0854813427059052	0.154143210909459	0.289724168993244	0.00970548430782592	0.0341726971677161	hs	no
FBgn0037114	-0.172690238599173	0.403505044691441	0.543741874813122	-0.516563530940773	0.015501160986551	0.0496464707066327	hs	no
FBgn0037109	-0.114443961722017	0.389413202129379	0.529980685940421	0.195088494975891	0.107041066103239	0.203758848363595	none	no
FBgn0037107	0.438949974088834	0.028126055471136	0.0591514249455586	-0.26863974013325	0.12034903359791	0.223061589696244	none	no
FBgn0037105	-0.051377513171448	0.72994281459251	0.813794814609625	-0.00186460656751341	0.988487950756799	0.994134891966319	none	no
FBgn0037140	0.563314233446123	0.00137439050133084	0.00419035539721399	-0.0140527749918404	0.925502866894196	0.955168664159431	ctrl	no
FBgn0037142	0.244810370183233	0.0802341214990793	0.145983569955401	0.170938348099992	0.172593848066715	0.291619481679287	none	no
FBgn0037144	-0.806346979920472	0.00762710372222385	0.0188689567380039	-0.0847971427289294	0.640548398239482	0.75912983352703	ctrl	no
FBgn0029091	0.522068496657605	0.000917008649583071	0.00294907171779588	0.286523052663952	0.0394547602193347	0.0982095114695641	none	no
FBgn0037146	0.572318512294006	5.43536184327451e-06	2.95305995616432e-05	0.510501447948346	1.13595593415245e-05	9.43604187311568e-05	both	no
FBgn0000045	-3.45047235279384	1.25923507864594e-44	3.12376156441374e-42	-3.95893646912883	4.28896221814053e-66	4.68140226110039e-63	both	yes
FBgn0004514	0.0415515811719294	0.838797719539323	0.890350783698504	-0.0277184734169141	0.874037092522477	0.925712332154759	none	no
FBgn0037149	-0.435342308675478	0.00550334582793547	0.0141805995542766	-0.0771030457605305	0.565547004676215	0.697981180013669	ctrl	no
FBgn0000100	-0.291235666167961	0.00391174925357633	0.0105138495697576	0.0848322633671126	0.326655778933229	0.472307302564075	ctrl	no
FBgn0004414	-0.268012424914289	0.24954663206291	0.376996745877739	0.0249456155652106	0.884290954177556	0.931843576447965	none	no
FBgn0037151	0.662909788300505	3.5107176779331e-08	3.2066513351163e-07	0.593988203924893	8.01295278616156e-08	9.96143276320654e-07	both	no
FBgn0037150	-0.247083604464619	0.0455016587747787	0.0894475439950944	0.220021969548997	0.0482183557474504	0.113213866821045	none	no
FBgn0027532	0.0408719141535036	0.673020074583283	0.770264665416434	0.136460388911456	0.123107445966788	0.226614320997753	none	no
FBgn0037147	0.0966505269202298	0.661826544920353	0.762707014501443	-0.596152558310138	0.0183743107186861	0.0563992130186893	none	no
FBgn0037141	-0.863802969935894	0.00195826751058332	0.00574879719599994	-0.0204857794038733	0.908398267893543	0.944864447822885	ctrl	no
FBgn0015075	-0.212766942682306	0.158846418079046	0.260370724332902	-0.0465775260785425	0.723314331802325	0.822907643487844	none	no
FBgn0004179	-0.0509140594405664	0.319368599695509	0.458732499760032	-0.141284694527382	0.00285418809247882	0.012482766535523	hs	no
FBgn0025702	0.228222366726291	0.229842266204574	0.35349138165745	-0.339960593085394	0.0551857134744782	0.124633160060817	none	no
FBgn0027086	-0.145276628575925	0.219114451074533	0.339865600892217	0.306727461004073	0.00511157750785531	0.0201855530022578	hs	no
FBgn0037164	0.259455914606954	0.148371346379641	0.245709793010739	-0.255416638716855	0.115231476866895	0.216071391513857	none	no
FBgn0037165	-0.125712533570706	0.565459443476179	0.687457097966418	-0.389694547383214	0.0781772751646109	0.161948179620749	none	no
FBgn0037166	1.16552192406979	3.31295810729201e-18	1.2426439086286e-16	0.609963584206895	5.18200804661464e-07	5.55069851116769e-06	both	yes
FBgn0037167	-0.655502257542332	0.00102521251842879	0.00324729966298615	-1.21640802128658	1.27957427685081e-09	2.03297718076079e-08	both	yes
FBgn0037163	0.637880017552902	5.41429301622636e-06	2.94454450782814e-05	0.321320337670213	0.0101554335405362	0.0354595512139965	both	no
FBgn0004449	0.33851399507933	0.00394109049178273	0.010579539998263	-0.0398870257247956	0.706896957454588	0.810992252534878	ctrl	no
FBgn0011771	0.0406910983868614	0.665189502240915	0.764704801864532	0.257494954108616	0.00277950207656889	0.0122331714378022	hs	no
FBgn0037156	0.0993587892652079	0.555741180472995	0.680722139475114	0.00727916497265129	0.961088332220669	0.977255822194756	none	no
FBgn0028500	0.273919932590576	0.00123687845041855	0.00381802270540679	0.176227095592833	0.0223714576284946	0.0653773654658683	none	no
FBgn0037169	0.167275575968636	0.45600381042187	0.594018569131724	-0.458124884583309	0.048523875142994	0.113753886852616	none	no
FBgn0037170	0.0883049267673363	0.69180355649358	0.784604719360705	-0.5741956660625	0.0251045041117538	0.071165261655693	none	no
FBgn0037174	-0.103526861792449	0.557064553578805	0.681654663936397	-0.241004038843434	0.136622010790279	0.245066433488232	none	no
FBgn0037176	0.306315757705549	0.123708679809146	0.210816587059615	0.0266684577215484	0.873779959046639	0.925712332154759	none	no
FBgn0037181	0.513700789840029	0.041602163528967	0.0828022638436678	0.158329636888215	0.400269637431134	0.547212309143369	none	no
FBgn0052452	-0.82618829967923	2.19443406415478e-05	0.000103197965576258	0.0235182973983911	0.876801106287248	0.927315486910813	ctrl	no
FBgn0037185	0.580143349968213	0.0387787239012727	0.0780364622755147	0.189802451043809	0.317826382410283	0.463037234918345	none	no
FBgn0037188	-0.2795654335479	0.0423573092366836	0.084075291929151	0.0210264257191476	0.860159962097065	0.916323051560556	none	no
FBgn0052451	0.112125538001279	0.160926341854315	0.263108301578766	0.0446636140746665	0.543366208941226	0.679129986326976	none	no
FBgn0037191	0.0230954619380678	0.918152943662083	0.946062435577423	-0.649589949863284	0.0134641767894494	0.0443858319712596	hs	no
FBgn0010830	-0.145812615653097	0.404144416428653	0.544126841657672	0.301879135757629	0.057676393010662	0.128866258508082	none	no
FBgn0037186	-0.590974805859949	6.56412258473521e-06	3.48555884578842e-05	-0.701170151115546	7.82755249595057e-09	1.1182949671898e-07	both	no
FBgn0037184	-0.642520933025567	1.68277873871835e-05	8.1200397582276e-05	-0.177256993850316	0.155954260016675	0.270068340168492	ctrl	no
FBgn0037182	0.0121741589947373	0.83544729231248	0.888003427363007	0.0408188824055239	0.442194454181654	0.587280387641712	none	no
FBgn0037171	0.232692541455638	0.244542036055743	0.371337830209854	0.0070599289297038	0.965463937885188	0.980100342449481	none	no
FBgn0037195	0.125338351494399	0.560536256561306	0.683816781972781	-0.417733914490048	0.0534389873653707	0.12177172173132	none	no
FBgn0037197	0.253808668827132	0.258793001839148	0.388065065953331	-0.464605168907172	0.0376099881710269	0.095070176212774	none	no
FBgn0053169	-0.606036532336469	5.56913967416509e-08	4.81923056939174e-07	-0.558412785326332	5.2034991930681e-08	6.66621991694111e-07	both	no
FBgn0037202	-0.407783257935131	0.00067423567788534	0.00223958686065687	-0.0230633823195538	0.825366829659224	0.893294888024832	ctrl	no
FBgn0037203	-1.18999698870269	5.45357552084947e-10	7.20764377170004e-09	-0.18486034719557	0.220522600990582	0.350466538994206	ctrl	yes
FBgn0037204	0.779315927219204	0.0119132127805323	0.0279399908679653	0.547108501245644	0.0307675308106466	0.0826144154485134	none	no
FBgn0037205	-1.31441775466989	0.000199808266505567	0.000745354486981635	-0.0148495770194389	0.936680665718937	0.961974921558355	ctrl	yes
FBgn0037206	0.0326976895919955	0.856334098480415	0.90212206205132	-0.167508340266527	0.306130545453886	0.450687396294607	none	no
FBgn0037207	-0.590170124200246	0.000412643374035569	0.00143714180842318	0.0822129024325655	0.553133560657571	0.687035256020887	ctrl	no
FBgn0052457	-0.069861398584152	0.749608739569063	0.829058606991217	-0.57942090446399	0.0234424265741506	0.067727391756711	none	no
FBgn0052461	0.0662997563479606	0.762621010084583	0.837846836947481	-0.453899295790216	0.0547871260314426	0.124066697226804	none	no
FBgn0044324	-0.328583161166549	0.00692405806862768	0.0173531147841869	-0.00618208486676539	0.954490213511867	0.97354628605252	ctrl	no
FBgn0010348	-0.271784655439576	1.294033068657e-06	8.15494858221201e-06	-0.0556427705681177	0.280706783789045	0.421910568033244	ctrl	no
FBgn0037199	-0.544948502107199	5.63071529339616e-09	6.10320331950537e-08	-0.251748859091843	0.00311912863978469	0.013446006754838	both	no
FBgn0052459	0.129629815913606	0.561285391942712	0.684058737500525	-0.472211102301664	0.0454608582008119	0.108531335796558	none	no
FBgn0046878	-0.0145132903068495	0.933230383706314	0.955978935586505	0.0875671271868325	0.585642725404387	0.714423507814798	none	no
FBgn0037402	-0.0185005592374329	0.930812702617506	0.954152953518978	-0.486168095324897	0.045943881992366	0.1094451051826	none	no
FBgn0037405	-1.4121846455434	3.95481901246013e-05	0.000174482010998392	0.271506736514676	0.174995146389001	0.294038180855287	ctrl	yes
FBgn0051562	0.718181194515943	0.0247671381514868	0.0529753699634485	-0.0784367622800295	0.663588672888038	0.77773761028379	none	no
FBgn0037408	1.71893055368295	5.22522811891788e-10	6.94681667697791e-09	0.819748957554332	0.000501796128005003	0.00277462246057477	both	yes
FBgn0037409	-0.977246228194916	1.45933974948183e-13	3.42552545496649e-12	-0.831800834225859	4.88805815202871e-13	1.13517350488071e-11	both	no
FBgn0037410	-0.13550338483916	0.541845270501122	0.669637808822435	-0.569278231264561	0.0254017782821358	0.0717919238605677	none	no
FBgn0037413	0.126512166168027	0.572127569580994	0.692709087296345	-0.177049095136416	0.348103658011049	0.494282740625809	none	no
FBgn0027527	0.180125196364534	0.42414152205194	0.564092203386977	-0.336003827179678	0.115862832518742	0.216919865684745	none	no
FBgn0037414	-0.0972766756876327	0.629927657072051	0.738232077374965	-0.14369376331843	0.420941628287541	0.566742059054953	none	no
FBgn0037416	-0.30691930606077	0.179843525907995	0.28876023614089	-0.545451635586016	0.0195567294221031	0.0590162293730317	none	no
FBgn0037419	0.24557592052447	0.287195441438205	0.421562431858259	-0.26721298078561	0.186599420971155	0.308829822577734	none	no
FBgn0037424	-0.44559034547418	0.0854645431625264	0.154138382124748	-0.129455625967352	0.487958647486126	0.630080283604763	none	no
FBgn0037420	-5.94809198960707e-05	0.998169268208227	0.99875204210571	-0.210692080617537	0.247161453897371	0.382390824846181	none	no
FBgn0046875	-0.6025489194917	0.00887829876577592	0.021582768603217	-1.11985493967905	2.90566031102355e-06	2.6629120314712e-05	both	yes
FBgn0046876	-0.308888773574244	0.177965523847733	0.286334565565744	-0.266418156981591	0.173831281236108	0.292578016143734	none	no
FBgn0026077	-2.13342603188579	2.08957233881752e-15	5.90872592699306e-14	-2.64690852202749	1.89822059397211e-25	1.21164197562606e-23	both	yes
FBgn0037398	0.251606789702375	0.282535339359981	0.416121067212818	-0.280596676162407	0.172819259902688	0.2917745122719	none	no
FBgn0037396	0.471567056306581	0.0308284565498878	0.0641304751747715	-0.0288969819121018	0.865332178431332	0.920029443799818	none	no
FBgn0037374	-0.247986368091342	0.0319413205180139	0.0661555053992641	-0.389176609581327	0.000288080641619444	0.00171263627629424	none	no
FBgn0037375	0.0778824427725062	0.720396831110071	0.807220142856629	-0.46848114883041	0.0394246755537481	0.0981954520895469	none	no
FBgn0028690	-0.559809430422201	9.36450941245263e-09	9.6976869294991e-08	-0.139875578555798	0.110236111323219	0.208441463640443	ctrl	no
FBgn0037377	-0.867843836830572	7.94436583874935e-05	0.000327217936339431	0.0397615348597278	0.806885749186846	0.880363649777531	ctrl	no
FBgn0037379	-0.232402085378244	0.0812611142898916	0.147434352139988	0.133881180870148	0.263463088200173	0.401521866476527	none	no
FBgn0037384	-0.472649132225857	0.00111000555592715	0.00347055589886705	0.0150220471761507	0.905469019731211	0.943794749566273	ctrl	no
FBgn0037386	0.439218756591411	0.00920484182621902	0.0222280638347745	-0.62279793370679	0.000117382318298697	0.000781713242361365	both	no
FBgn0037387	0.0855720678010819	0.435823435427056	0.575004568800473	-0.697963468792912	4.84345665121936e-11	9.00618898604076e-10	hs	no
FBgn0037388	0.157755715354741	0.48418721424801	0.619203684067607	-0.418305754251646	0.0672765481852262	0.144551874693257	none	no
FBgn0037389	0.0262119138034864	0.905676075984694	0.93798788968336	-0.749368174897543	0.0104116931736284	0.0361002639740007	hs	no
FBgn0028436	-0.480403512254466	0.000129937692917614	0.000505081879699343	-0.319767315243732	0.00444868273691283	0.0179936825839183	both	no
FBgn0003261	-0.00747280554951897	0.910905729054498	0.94170638687534	0.352797012555044	4.28527348334903e-06	3.80274472119956e-05	hs	no
FBgn0010403	0.509927403689881	0.0379494528245341	0.0765653008465415	0.148981685582106	0.424096084418745	0.569513873207505	none	no
FBgn0011281	-0.142646917402793	0.497870127498035	0.632570018576084	-0.112413375770296	0.532251925987334	0.668607408464927	none	no
FBgn0040679	0.0208476210727307	0.923314994547098	0.949382128435442	-0.688064163389838	0.0095016607621072	0.0336286080474708	hs	no
FBgn0037391	0.0808352615195613	0.551034381656345	0.677008135499663	-0.206377596465088	0.0963164417947224	0.188268976036783	none	no
FBgn0029088	0.257314855422365	0.0121999973003067	0.028551237249753	0.326088135273246	0.000514449817484889	0.00283883708687946	both	no
FBgn0037383	-0.446979719387216	0.000520451302923388	0.00176859463617957	-0.240148583699176	0.0352082936206291	0.0907863276326877	none	no
FBgn0037382	0.0696495265748425	0.553471423827641	0.678856117662513	0.0814011866264911	0.440425714359032	0.585820944702515	none	no
FBgn0037378	-0.230524849985635	0.00219161449649418	0.00635027136427767	-0.0183968388272315	0.788142928180721	0.866758696331746	ctrl	no
FBgn0037376	-0.502419073773818	0.000563252384764603	0.00189925850469745	-0.0689569921699914	0.580045575001291	0.709695936681885	ctrl	no
FBgn0037372	-0.788689216676785	1.14921161688844e-05	5.74079853470814e-05	0.00446793493298011	0.977138210268039	0.986811950876725	ctrl	no
FBgn0037329	-0.0331622911138639	0.832083976844828	0.885722313951756	-0.459635973382794	0.00328993628725619	0.0140546593250103	hs	no
FBgn0011715	-0.583100371860145	0.000338818721805506	0.00120032663047942	0.0979495462692989	0.474308316807153	0.618158242143292	ctrl	no
FBgn0037332	-0.262637040863821	0.0396426183483736	0.0794393334955364	-0.258220626999208	0.0251601828346195	0.0712567191592818	none	no
FBgn0051550	0.272527059966061	0.000920662440178841	0.00295720927638348	0.154537200094405	0.0393613675996632	0.0980888875229049	none	no
FBgn0010051	0.277486053852559	0.00311004262934704	0.00861139403838736	0.319502990148702	0.000196638520897231	0.00123209498024872	both	no
FBgn0037338	-0.79163148772752	0.0018471730352091	0.00545801128297436	0.369481474634916	0.0573648352718631	0.128333096329655	ctrl	no
FBgn0037341	0.100177175185699	0.176968061836544	0.284855684256876	0.0411668742501473	0.5423949316133	0.677993664516625	none	no
FBgn0041191	-0.122950482043718	0.0258183629053954	0.0549011165229673	0.00787463035992559	0.877062200265486	0.927315486910813	none	no
FBgn0037345	0.570384913564864	0.000187636168004275	0.000705493893822482	0.282921838883516	0.0351474048867283	0.0906663633991642	none	no
FBgn0037347	0.0820542028822286	0.363225000565441	0.503058099374672	0.0558290590190538	0.473185502573866	0.616989578376986	none	no
FBgn0037351	-0.0695350301200684	0.472854788432777	0.608848651143537	0.150123874392955	0.0595438039603212	0.13188324274085	none	no
FBgn0051549	-0.537198844944993	2.75645999390031e-07	2.00712213698611e-06	-0.118845610515469	0.202446819180684	0.328532118845846	ctrl	no
FBgn0037354	0.0877850925893981	0.25689000481416	0.385900688487002	-0.143898421995568	0.0436625848459126	0.105655364901078	none	no
FBgn0037356	-0.13188737853508	0.0576474974491093	0.109927050079844	-0.11961351250469	0.0569200367308388	0.127494808314612	none	no
FBgn0037359	-0.241487993882353	0.102729019344422	0.179405959383099	-0.215989791450657	0.10305593098362	0.19800307810002	none	no
FBgn0046222	-0.967452241889188	7.27934267158667e-08	6.13544596605162e-07	-0.0657407037399953	0.63827194631884	0.757748346102908	ctrl	no
FBgn0037363	0.411182170437239	1.7054717330944e-06	1.04345425822451e-05	0.666147182167676	4.33269917188238e-17	1.39915418523953e-15	both	no
FBgn0037368	-0.99402328795825	3.54601517511456e-06	2.00542775318007e-05	-0.0557501390915374	0.724712320956295	0.823639627575797	ctrl	no
FBgn0037370	-0.586768665035648	4.74717249323701e-06	2.6156177568744e-05	-0.120551931226317	0.281184186432347	0.422453598748668	ctrl	no
FBgn0027497	0.0149963558518299	0.863081982664469	0.907479032923868	0.246741554733173	0.00161955344528779	0.00769252648186086	hs	no
FBgn0037371	-0.320532025063078	0.0315918125091386	0.0655186459314551	-0.00511564259265443	0.966399695854238	0.980676625263285	none	no
FBgn0037369	-0.125257429262556	0.240620819362784	0.36670983507822	-0.109820540548943	0.259543914573048	0.397114836424343	none	no
FBgn0037364	-1.48155699855467	1.1898400939886e-08	1.20585929673961e-07	0.0442670771780405	0.798605598942588	0.874915197476498	ctrl	yes
FBgn0010772	0.117386845773597	0.0946692327662809	0.167609841953602	0.0431556118980509	0.502838543683427	0.643206692172108	none	no
FBgn0037360	-0.127010071414008	0.307182881193943	0.445154162006359	0.310888875435402	0.00689797855082216	0.02572681060765	hs	no
FBgn0037358	-0.382406523312157	1.85267607420963e-10	2.67486234788335e-09	-0.274243380283921	5.61173094020554e-07	5.96614283349927e-06	both	no
FBgn0027951	-0.218237342833987	0.0372265368142343	0.0753295604982142	0.139985970977391	0.140189806680616	0.249701654686508	none	no
FBgn0051548	-0.92492666351594	1.36943378737552e-26	1.01682787681659e-24	-0.753761906420761	3.64400457257852e-21	1.73686942837094e-19	both	no
FBgn0051546	0.0289196944543743	0.899910225412619	0.934054784174471	-0.505950964808069	0.0345537846192928	0.0894953391112538	none	no
FBgn0044823	-0.178662528887378	0.154241526520621	0.254005169277698	0.163706383761526	0.145218491007601	0.256814619142574	none	no
FBgn0017550	-0.470602380405346	8.46336300748121e-05	0.000346242905647142	0.0474654570760791	0.653304761782178	0.769817712928044	ctrl	no
FBgn0014366	-0.338441280214397	0.00295613717056582	0.00824169532994276	0.00787974598776098	0.937362343713457	0.962493883502576	ctrl	no
FBgn0037344	0.1625124990018	0.0509445813011101	0.0988199937625052	0.305559493606189	6.83579968180948e-05	0.00048137260339968	hs	no
FBgn0037342	-0.352965769524639	0.000193501826599308	0.000724801797299742	-0.104730088932385	0.217428888405053	0.346559041609398	ctrl	no
FBgn0037340	-0.524741119106594	2.12491131750807e-07	1.59624274126638e-06	-0.432152551864226	2.75344621620738e-06	2.54018171240809e-05	both	no
FBgn0037339	0.108402499076826	0.336735589265756	0.477457645730804	-0.109273503196802	0.28935013674705	0.431868828469035	none	no
FBgn0037336	-0.152695885029181	0.0777938108063793	0.142350284149477	0.0492463312821577	0.529419940706869	0.666353626939054	none	no
FBgn0010399	-0.118408463388425	0.556738246246715	0.681637460211205	-0.372054155732943	0.0565547376519593	0.126921592474737	none	no
FBgn0051547	0.959027177329189	1.846095219371e-09	2.19023144776461e-08	0.417364431052951	0.00284498532452917	0.0124610813873338	both	no
FBgn0037330	-1.11621563222064	5.00003519092465e-13	1.09150768217885e-11	-0.385958866144312	0.00330770903384532	0.0141195323052099	both	yes
FBgn0037328	0.0175649719829343	0.826564750167121	0.881911461199817	0.222333547598416	0.0048364926518103	0.0193017613508261	hs	no
FBgn0037327	-0.174936195325323	0.0749401897738982	0.137914714446484	0.209308033106665	0.0192107144089673	0.0582296439249869	none	no
FBgn0037295	0.282377022542638	0.226550816300848	0.349216517430272	0.0866906321817337	0.632722339599977	0.753372350467302	none	no
FBgn0037297	0.010174806662117	0.909887039440952	0.941009762696417	0.111970863454212	0.161393847402031	0.276722250140304	none	no
FBgn0037299	-0.189703496221583	0.105713327068387	0.184028862033724	-0.0143209565762624	0.882215813116482	0.93036877469478	none	no
FBgn0037301	0.169421576464159	0.175346066218328	0.282745207973563	0.039787875277228	0.723689443404055	0.823035327821611	none	no
FBgn0003275	-0.355225707910301	1.10907024579679e-06	7.10135359085341e-06	-0.35915625304307	1.07067284301795e-07	1.30283100128662e-06	both	no
FBgn0037324	-0.252412534139632	0.25650352327441	0.385373152999338	-0.166433772568637	0.375002778451279	0.521753387736866	none	no
FBgn0037323	-1.76652230016976	2.6311714993315e-06	1.53990546462216e-05	-1.86209352039579	1.63720974520829e-07	1.93399830832776e-06	both	yes
FBgn0001311	-0.516762911246641	0.0169066584366622	0.0380016838624728	-1.24671821829289	7.73315177724606e-08	9.63554242564392e-07	both	yes
FBgn0037315	0.192562732893862	0.00655777114861959	0.0165416980861671	0.234213525390833	0.00029259591577945	0.00173758673598079	both	no
FBgn0037312	-0.0843369002803832	0.202147554546591	0.318068409669316	-0.0418798802371074	0.490423001092794	0.632066012153483	none	no
FBgn0037305	-0.570540554596788	1.74200460860103e-07	1.3277919205922e-06	-0.171343572052167	0.0761774380086355	0.158587971745996	ctrl	no
FBgn0260462	0.81463014628283	3.35707393879895e-28	2.84050093348764e-26	0.674500596730248	8.39184499382036e-23	4.4249752708961e-21	both	no
FBgn0040208	0.415433284258616	0.00170727963532793	0.00510127490271128	0.202092153150775	0.0862238351527513	0.173783215340163	ctrl	no
FBgn0037298	0.110804334609525	0.19478939241043	0.308527574610154	0.0894344665597344	0.259059575642915	0.396805398279878	none	no
FBgn0037296	0.231594385439926	0.321425388019021	0.460837791964746	-0.275507305850522	0.179690294845032	0.300079493303782	none	no
FBgn0004913	-0.436209129764362	0.00266078053554394	0.00750256252788997	0.041080951934852	0.743336043820612	0.836272203494329	ctrl	no
FBgn0037290	0.372342465971618	0.000233649503680533	0.000856950380602493	0.344731616033464	0.000220330300855844	0.00135959730480807	both	no
