shared_DEG	gxe_DEG	allgenesdeg	shared_entrez	gxe_entrez	all_entrez
NA	NA	FBgn0014879	NA	NA	41844
NA	NA	FBgn0016691	NA	NA	41845
NA	NA	FBgn0038312	NA	NA	41847
NA	NA	FBgn0038313	NA	NA	41849
NA	NA	FBgn0004117	NA	NA	41853
NA	NA	FBgn0026441	NA	NA	44451
NA	NA	FBgn0000533	NA	NA	41858
NA	NA	FBgn0038319	NA	NA	41859
NA	NA	FBgn0038320	NA	NA	41861
NA	NA	FBgn0051301	NA	NA	41865
NA	NA	FBgn0038324	NA	NA	41867
NA	NA	FBgn0038326	NA	NA	41869
NA	NA	FBgn0038327	NA	NA	41871
NA	NA	FBgn0038331	NA	NA	41876
NA	NA	FBgn0041188	NA	NA	41883
NA	NA	FBgn0038339	NA	NA	41884
NA	NA	FBgn0038337	NA	NA	41882
NA	NA	FBgn0038332	NA	NA	41877
NA	NA	FBgn0038330	NA	NA	41875
NA	NA	FBgn0026737	NA	NA	41872
NA	NA	FBgn0026634	NA	NA	41870
NA	NA	FBgn0038325	NA	NA	41868
NA	NA	FBgn0019925	NA	NA	41864
NA	NA	FBgn0038321	NA	NA	41863
NA	NA	FBgn0013269	NA	NA	41860
NA	NA	FBgn0038318	NA	NA	41857
NA	NA	FBgn0038316	NA	NA	41855
NA	NA	FBgn0011476	NA	NA	41851
NA	NA	FBgn0027378	NA	NA	41850
NA	NA	FBgn0000283	NA	NA	41848
NA	NA	FBgn0038311	NA	NA	41846
NA	NA	FBgn0045035	NA	NA	41839
NA	NA	FBgn0038306	NA	NA	41837
NA	NA	FBgn0051344	NA	NA	41835
NA	NA	FBgn0051155	NA	NA	261631
NA	NA	FBgn0038303	NA	NA	41833
NA	NA	FBgn0038301	NA	NA	41831
NA	NA	FBgn0038299	NA	NA	41829
NA	NA	FBgn0028984	NA	NA	49804
NA	NA	FBgn0000047	NA	NA	41885
NA	NA	FBgn0038342	NA	NA	41888
NA	NA	FBgn0019940	NA	NA	NA
NA	NA	FBgn0038344	NA	NA	41891
NA	NA	FBgn0038345	NA	NA	41892
NA	NA	FBgn0038349	NA	NA	41896
NA	NA	FBgn0038348	NA	NA	41895
NA	NA	FBgn0051296	NA	NA	318668
NA	NA	FBgn0038343	NA	NA	41890
NA	NA	FBgn0038341	NA	NA	NA
NA	NA	FBgn0053207	NA	NA	41899
NA	NA	FBgn0051446	NA	NA	318741
NA	NA	FBgn0038353	NA	NA	41900
NA	NA	FBgn0038354	NA	NA	41901
NA	NA	FBgn0038355	NA	NA	41902
NA	NA	FBgn0038356	NA	NA	41903
NA	NA	FBgn0038359	NA	NA	41906
NA	NA	FBgn0038360	NA	NA	41907
NA	NA	FBgn0038361	NA	NA	41908
NA	NA	FBgn0038363	NA	NA	41910
NA	NA	FBgn0026616	NA	NA	41913
NA	NA	FBgn0038369	NA	NA	41917
NA	NA	FBgn0003483	NA	NA	41919
NA	NA	FBgn0051183	NA	NA	41927
NA	NA	FBgn0038376	NA	NA	41925
NA	NA	FBgn0017567	NA	NA	44207
NA	NA	FBgn0000246	NA	NA	47765
NA	NA	FBgn0038357	NA	NA	41904
NA	NA	FBgn0051294	NA	NA	318666
NA	NA	FBgn0038381	NA	NA	41931
NA	NA	FBgn0038385	NA	NA	41935
NA	NA	FBgn0038387	NA	NA	41937
NA	NA	FBgn0013334	NA	NA	41938
NA	NA	FBgn0038389	NA	NA	41940
NA	NA	FBgn0038390	NA	NA	41941
NA	NA	FBgn0022787	NA	NA	41943
NA	NA	FBgn0038391	NA	NA	41945
NA	NA	FBgn0003117	NA	NA	44849
NA	NA	FBgn0038396	NA	NA	41951
NA	NA	FBgn0027948	NA	NA	41952
NA	NA	FBgn0010379	NA	NA	41957
NA	NA	FBgn0024222	NA	NA	NA
NA	NA	FBgn0038395	NA	NA	41949
NA	NA	FBgn0002783	NA	NA	41942
NA	NA	FBgn0052856	NA	NA	318251
NA	NA	FBgn0038388	NA	NA	41939
NA	NA	FBgn0038386	NA	NA	41936
NA	NA	FBgn0027657	NA	NA	41930
NA	NA	FBgn0038401	NA	NA	41960
NA	NA	FBgn0063649	NA	NA	41962
NA	NA	FBgn0038404	NA	NA	41963
NA	NA	FBgn0051287	NA	NA	318663
NA	NA	FBgn0040071	NA	NA	53562
NA	NA	FBgn0020407	NA	NA	41971
NA	NA	FBgn0020399	NA	NA	41972
NA	NA	FBgn0038412	NA	NA	41975
NA	NA	FBgn0040271	NA	NA	53437
NA	NA	FBgn0040237	NA	NA	53565
NA	NA	FBgn0038407	NA	NA	41967
NA	NA	FBgn0024491	NA	NA	41965
NA	NA	FBgn0038400	NA	NA	41959
NA	NA	FBgn0038418	NA	NA	41981
NA	NA	FBgn0027095	NA	NA	41983
NA	NA	FBgn0051279	NA	NA	318657
NA	NA	FBgn0038424	NA	NA	41989
NA	NA	FBgn0038425	NA	NA	41990
NA	NA	FBgn0038429	NA	NA	41994
NA	NA	FBgn0038431	NA	NA	41996
NA	NA	FBgn0038432	NA	NA	41997
NA	NA	FBgn0027053	NA	NA	42000
NA	NA	FBgn0038445	NA	NA	42013
NA	NA	FBgn0038446	NA	NA	42014
NA	NA	FBgn0028381	NA	NA	42008
NA	NA	FBgn0038438	NA	NA	42005
NA	NA	FBgn0038437	NA	NA	42004
NA	NA	FBgn0044826	NA	NA	41995
NA	NA	FBgn0038428	NA	NA	41993
NA	NA	FBgn0038426	NA	NA	41991
NA	NA	FBgn0003513	NA	NA	41988
NA	NA	FBgn0038423	NA	NA	41987
NA	NA	FBgn0038422	NA	NA	41986
NA	NA	FBgn0038421	NA	NA	8674030
NA	NA	FBgn0038420	NA	NA	41984
NA	NA	FBgn0038419	NA	NA	41982
NA	NA	FBgn0038447	NA	NA	42016
NA	NA	FBgn0027109	NA	NA	42018
NA	NA	FBgn0038449	NA	NA	42021
NA	NA	FBgn0038450	NA	NA	42022
NA	NA	FBgn0038451	NA	NA	42023
NA	NA	FBgn0015520	NA	NA	42026
NA	NA	FBgn0038453	NA	NA	42027
NA	NA	FBgn0015019	NA	NA	42029
NA	NA	FBgn0015230	NA	NA	42036
NA	NA	FBgn0003944	NA	NA	42034
NA	NA	FBgn0051217	NA	NA	42032
NA	NA	FBgn0038455	NA	NA	42031
NA	NA	FBgn0015351	NA	NA	42030
NA	NA	FBgn0038454	NA	NA	42028
NA	NA	FBgn0022344	NA	NA	42020
NA	NA	FBgn0027562	NA	NA	42017
NA	NA	FBgn0020907	NA	NA	42015
NA	NA	FBgn0038458	NA	NA	42041
NA	NA	FBgn0038463	NA	NA	42047
NA	NA	FBgn0038465	NA	NA	42049
NA	NA	FBgn0038466	NA	NA	42050
NA	NA	FBgn0038462	NA	NA	42046
NA	NA	FBgn0038461	NA	NA	42045
NA	NA	FBgn0038460	NA	NA	42044
NA	NA	FBgn0015011	NA	NA	42043
NA	NA	FBgn0015008	NA	NA	44964
NA	NA	FBgn0000015	NA	NA	47763
NA	NA	FBgn0000014	NA	NA	42037
NA	NA	FBgn0038471	NA	NA	42056
NA	NA	FBgn0038476	NA	NA	42063
NA	NA	FBgn0038478	NA	NA	42065
NA	NA	FBgn0051269	NA	NA	318653
NA	NA	FBgn0051265	NA	NA	42068
NA	NA	FBgn0051267	NA	NA	318651
NA	NA	FBgn0038484	NA	NA	42072
NA	NA	FBgn0038486	NA	NA	42074
NA	NA	FBgn0038490	NA	NA	42078
NA	NA	FBgn0038491	NA	NA	42079
NA	NA	FBgn0038494	NA	NA	42082
NA	NA	FBgn0051262	NA	NA	318649
NA	NA	FBgn0038492	NA	NA	42080
NA	NA	FBgn0038488	NA	NA	42076
NA	NA	FBgn0038482	NA	NA	42070
NA	NA	FBgn0038481	NA	NA	42069
NA	NA	FBgn0038479	NA	NA	42067
NA	NA	FBgn0038475	NA	NA	42062
NA	NA	FBgn0038473	NA	NA	42060
NA	NA	FBgn0038472	NA	NA	42057
NA	NA	FBgn0038470	NA	NA	42055
NA	NA	FBgn0038469	NA	NA	42054
NA	NA	FBgn0051418	NA	NA	42084
NA	NA	FBgn0051419	NA	NA	326137
NA	NA	FBgn0028992	NA	NA	42091
NA	NA	FBgn0038506	NA	NA	42095
NA	NA	FBgn0038511	NA	NA	42100
NA	NA	FBgn0038512	NA	NA	42102
NA	NA	FBgn0038504	NA	NA	42093
NA	NA	FBgn0038499	NA	NA	42087
NA	NA	FBgn0038498	NA	NA	42086
NA	NA	FBgn0025571	NA	NA	43912
NA	NA	FBgn0038523	NA	NA	42113
NA	NA	FBgn0003375	NA	NA	42114
NA	NA	FBgn0038524	NA	NA	42115
NA	NA	FBgn0038525	NA	NA	42116
NA	NA	FBgn0038530	NA	NA	42122
NA	NA	FBgn0038532	NA	NA	42124
NA	NA	FBgn0000063	NA	NA	42126
NA	NA	FBgn0038536	NA	NA	42128
NA	NA	FBgn0051360	NA	NA	318698
NA	NA	FBgn0051249	NA	NA	42129
NA	NA	FBgn0051251	NA	NA	318645
NA	NA	FBgn0038533	NA	NA	42125
NA	NA	FBgn0004554	NA	NA	42117
NA	NA	FBgn0038519	NA	NA	42109
NA	NA	FBgn0010926	NA	NA	46201
NA	NA	FBgn0038515	NA	NA	42105
NA	NA	FBgn0016650	NA	NA	42133
NA	NA	FBgn0038540	NA	NA	42134
NA	NA	FBgn0038541	NA	NA	42135
NA	NA	FBgn0038545	NA	NA	42139
NA	NA	FBgn0038552	NA	NA	42146
NA	NA	FBgn0038551	NA	NA	42145
NA	NA	FBgn0038549	NA	NA	42143
NA	NA	FBgn0038548	NA	NA	42142
NA	NA	FBgn0038546	NA	NA	42140
NA	NA	FBgn0038542	NA	NA	42136
NA	NA	FBgn0038539	NA	NA	42132
NA	NA	FBgn0000477	NA	NA	48228
NA	NA	FBgn0038564	NA	NA	42158
NA	NA	FBgn0038565	NA	NA	42159
NA	NA	FBgn0003499	NA	NA	42162
NA	NA	FBgn0038567	NA	NA	42163
NA	NA	FBgn0010389	NA	NA	42160
NA	NA	FBgn0022943	NA	NA	42166
NA	NA	FBgn0042693	NA	NA	42169
NA	NA	FBgn0038576	NA	NA	42173
NA	NA	FBgn0038578	NA	NA	42175
NA	NA	FBgn0028499	NA	NA	42178
NA	NA	FBgn0038581	NA	NA	42179
NA	NA	FBgn0038582	NA	NA	42180
NA	NA	FBgn0038585	NA	NA	42183
NA	NA	FBgn0011701	NA	NA	47285
NA	NA	FBgn0020238	NA	NA	42186
NA	NA	FBgn0026250	NA	NA	44260
NA	NA	FBgn0038597	NA	NA	42196
NA	NA	FBgn0024432	NA	NA	42199
NA	NA	FBgn0038607	NA	NA	42207
NA	NA	FBgn0038609	NA	NA	42209
NA	NA	FBgn0038611	NA	NA	42212
NA	NA	FBgn0038610	NA	NA	42211
NA	NA	FBgn0038608	NA	NA	42208
NA	NA	FBgn0038606	NA	NA	42206
NA	NA	FBgn0038603	NA	NA	42203
NA	NA	FBgn0038601	NA	NA	42201
NA	NA	FBgn0010877	NA	NA	47260
NA	NA	FBgn0038598	NA	NA	42197
NA	NA	FBgn0038596	NA	NA	42195
NA	NA	FBgn0038593	NA	NA	42192
NA	NA	FBgn0038590	NA	NA	42189
NA	NA	FBgn0038588	NA	NA	42187
NA	NA	FBgn0038586	NA	NA	42184
NA	NA	FBgn0038584	NA	NA	42182
NA	NA	FBgn0038583	NA	NA	42181
NA	NA	FBgn0011481	NA	NA	42177
NA	NA	FBgn0038577	NA	NA	42174
NA	NA	FBgn0038569	NA	NA	42165
NA	NA	FBgn0038612	NA	NA	42213
NA	NA	FBgn0038619	NA	NA	42220
NA	NA	FBgn0038626	NA	NA	42228
NA	NA	FBgn0038627	NA	NA	42230
NA	NA	FBgn0004652	NA	NA	42226
NA	NA	FBgn0051122	NA	NA	42221
NA	NA	FBgn0038617	NA	NA	42218
NA	NA	FBgn0028670	NA	NA	42216
NA	NA	FBgn0038613	NA	NA	42214
NA	NA	FBgn0044871	NA	NA	248102
NA	NA	FBgn0051231	NA	NA	318638
NA	NA	FBgn0051229	NA	NA	318636
NA	NA	FBgn0038638	NA	NA	42242
NA	NA	FBgn0038640	NA	NA	42244
NA	NA	FBgn0038641	NA	NA	42245
NA	NA	FBgn0051226	NA	NA	318633
NA	NA	FBgn0038653	NA	NA	42258
NA	NA	FBgn0038652	NA	NA	42257
NA	NA	FBgn0038649	NA	NA	42254
NA	NA	FBgn0024329	NA	NA	42253
NA	NA	FBgn0038639	NA	NA	42243
NA	NA	FBgn0038654	NA	NA	42259
NA	NA	FBgn0038655	NA	NA	42260
NA	NA	FBgn0003248	NA	NA	42261
NA	NA	FBgn0038659	NA	NA	42265
NA	NA	FBgn0022338	NA	NA	42273
NA	NA	FBgn0038673	NA	NA	42280
NA	NA	FBgn0038674	NA	NA	42281
NA	NA	FBgn0015781	NA	NA	42284
NA	NA	FBgn0038675	NA	NA	42286
NA	NA	FBgn0004876	NA	NA	42289
NA	NA	FBgn0027784	NA	NA	42285
NA	NA	FBgn0038672	NA	NA	42279
NA	NA	FBgn0038666	NA	NA	42272
NA	NA	FBgn0038665	NA	NA	42271
NA	NA	FBgn0038662	NA	NA	42268
NA	NA	FBgn0038660	NA	NA	42266
NA	NA	FBgn0038658	NA	NA	42264
NA	NA	FBgn0038656	NA	NA	42262
NA	NA	FBgn0016120	NA	NA	42291
NA	NA	FBgn0038679	NA	NA	42292
NA	NA	FBgn0038680	NA	NA	42293
NA	NA	FBgn0038681	NA	NA	42294
NA	NA	FBgn0002962	NA	NA	42297
NA	NA	FBgn0010768	NA	NA	42300
NA	NA	FBgn0038685	NA	NA	42301
NA	NA	FBgn0051475	NA	NA	42303
NA	NA	FBgn0025680	NA	NA	42305
NA	NA	FBgn0038692	NA	NA	42309
NA	NA	FBgn0038695	NA	NA	42312
NA	NA	FBgn0000463	NA	NA	42313
NA	NA	FBgn0038694	NA	NA	42311
NA	NA	FBgn0038693	NA	NA	42310
NA	NA	FBgn0038691	NA	NA	42308
NA	NA	FBgn0038690	NA	NA	42307
NA	NA	FBgn0038686	NA	NA	42302
NA	NA	FBgn0038678	NA	NA	42290
NA	NA	FBgn0038704	NA	NA	42322
NA	NA	FBgn0038715	NA	NA	42334
NA	NA	FBgn0038716	NA	NA	42335
NA	NA	FBgn0038718	NA	NA	42337
NA	NA	FBgn0038719	NA	NA	42338
NA	NA	FBgn0038722	NA	NA	42342
NA	NA	FBgn0003011	NA	NA	45910
NA	NA	FBgn0051216	NA	NA	42348
NA	NA	FBgn0038732	NA	NA	42353
NA	NA	FBgn0038733	NA	NA	42354
NA	NA	FBgn0038734	NA	NA	42355
NA	NA	FBgn0038731	NA	NA	42352
NA	NA	FBgn0038725	NA	NA	42345
NA	NA	FBgn0038723	NA	NA	42343
NA	NA	FBgn0038721	NA	NA	42340
NA	NA	FBgn0038720	NA	NA	42339
NA	NA	FBgn0051459	NA	NA	318746
NA	NA	FBgn0038735	NA	NA	42357
NA	NA	FBgn0038737	NA	NA	42359
NA	NA	FBgn0038739	NA	NA	42361
NA	NA	FBgn0038742	NA	NA	42364
NA	NA	FBgn0014006	NA	NA	42366
NA	NA	FBgn0038747	NA	NA	42371
NA	NA	FBgn0038760	NA	NA	42385
NA	NA	FBgn0038766	NA	NA	42391
NA	NA	FBgn0038768	NA	NA	42393
NA	NA	FBgn0038771	NA	NA	42396
NA	NA	FBgn0040571	NA	NA	50044
NA	NA	FBgn0038767	NA	NA	42392
NA	NA	FBgn0038765	NA	NA	42390
NA	NA	FBgn0038763	NA	NA	42388
NA	NA	FBgn0038761	NA	NA	42386
NA	NA	FBgn0038755	NA	NA	42380
NA	NA	FBgn0038753	NA	NA	42377
NA	NA	FBgn0038752	NA	NA	42376
NA	NA	FBgn0038746	NA	NA	42370
NA	NA	FBgn0038745	NA	NA	42369
NA	NA	FBgn0002940	NA	NA	42367
NA	NA	FBgn0038741	NA	NA	42363
NA	NA	FBgn0038740	NA	NA	42362
NA	NA	FBgn0038738	NA	NA	42360
NA	NA	FBgn0038773	NA	NA	42399
NA	NA	FBgn0038774	NA	NA	42400
NA	NA	FBgn0051206	NA	NA	318627
NA	NA	FBgn0003249	NA	NA	42398
NA	NA	FBgn0038788	NA	NA	42414
NA	NA	FBgn0038790	NA	NA	42416
NA	NA	FBgn0038799	NA	NA	42426
NA	NA	FBgn0002869	NA	NA	42424
NA	NA	FBgn0038797	NA	NA	42423
NA	NA	FBgn0038787	NA	NA	42413
NA	NA	FBgn0053192	NA	NA	326270
NA	NA	FBgn0043457	NA	NA	192508
NA	NA	FBgn0038803	NA	NA	42431
NA	NA	FBgn0038806	NA	NA	42434
NA	NA	FBgn0038808	NA	NA	42436
NA	NA	FBgn0038810	NA	NA	42439
NA	NA	FBgn0023097	NA	NA	44235
NA	NA	FBgn0038815	NA	NA	42444
NA	NA	FBgn0001169	NA	NA	42445
NA	NA	FBgn0038819	NA	NA	42450
NA	NA	FBgn0051205	NA	NA	318626
NA	NA	FBgn0004107	NA	NA	42453
NA	NA	FBgn0024944	NA	NA	43982
NA	NA	FBgn0038820	NA	NA	42451
NA	NA	FBgn0038818	NA	NA	42449
NA	NA	FBgn0051201	NA	NA	318623
NA	NA	FBgn0015279	NA	NA	42446
NA	NA	FBgn0038811	NA	NA	42440
NA	NA	FBgn0014029	NA	NA	42438
NA	NA	FBgn0038809	NA	NA	42437
NA	NA	FBgn0023212	NA	NA	42435
NA	NA	FBgn0038805	NA	NA	42433
NA	NA	FBgn0040575	NA	NA	50048
NA	NA	FBgn0038826	NA	NA	42460
NA	NA	FBgn0019936	NA	NA	42464
NA	NA	FBgn0051223	NA	NA	326127
NA	NA	FBgn0053094	NA	NA	42467
NA	NA	FBgn0038832	NA	NA	42468
NA	NA	FBgn0038834	NA	NA	42470
NA	NA	FBgn0028396	NA	NA	44121
NA	NA	FBgn0044812	NA	NA	117462
NA	NA	FBgn0038840	NA	NA	42476
NA	NA	FBgn0051191	NA	NA	42477
NA	NA	FBgn0038839	NA	NA	42475
NA	NA	FBgn0038837	NA	NA	42473
NA	NA	FBgn0027493	NA	NA	NA
NA	NA	FBgn0038830	NA	NA	42465
NA	NA	FBgn0038829	NA	NA	42463
NA	NA	FBgn0038828	NA	NA	42462
NA	NA	FBgn0038827	NA	NA	2768674
NA	NA	FBgn0013995	NA	NA	42481
NA	NA	FBgn0038846	NA	NA	42483
NA	NA	FBgn0026056	NA	NA	42484
NA	NA	FBgn0038855	NA	NA	42498
NA	NA	FBgn0028468	NA	NA	42500
NA	NA	FBgn0015790	NA	NA	42501
NA	NA	FBgn0010770	NA	NA	42502
NA	NA	FBgn0038858	NA	NA	42505
NA	NA	FBgn0038860	NA	NA	42507
NA	NA	FBgn0038862	NA	NA	42509
NA	NA	FBgn0038861	NA	NA	42508
NA	NA	FBgn0038857	NA	NA	42503
NA	NA	FBgn0038854	NA	NA	42497
NA	NA	FBgn0038853	NA	NA	42496
NA	NA	FBgn0003257	NA	NA	42493
NA	NA	FBgn0025865	NA	NA	42491
NA	NA	FBgn0038849	NA	NA	42488
NA	NA	FBgn0051207	NA	NA	326125
NA	NA	FBgn0051189	NA	NA	42487
NA	NA	FBgn0013812	NA	NA	42485
NA	NA	FBgn0046763	NA	NA	50050
NA	NA	FBgn0038868	NA	NA	42516
NA	NA	FBgn0038874	NA	NA	42523
NA	NA	FBgn0038876	NA	NA	42526
NA	NA	FBgn0001234	NA	NA	NA
NA	NA	FBgn0002781	NA	NA	49228
NA	NA	FBgn0004862	NA	NA	42537
NA	NA	FBgn0038887	NA	NA	42539
NA	NA	FBgn0008651	NA	NA	42541
NA	NA	FBgn0038881	NA	NA	42531
NA	NA	FBgn0038878	NA	NA	42528
NA	NA	FBgn0038877	NA	NA	42527
NA	NA	FBgn0043012	NA	NA	42525
NA	NA	FBgn0016700	NA	NA	NA
NA	NA	FBgn0000527	NA	NA	42521
NA	NA	FBgn0038871	NA	NA	42519
NA	NA	FBgn0038869	NA	NA	42517
NA	NA	FBgn0038889	NA	NA	42543
NA	NA	FBgn0038890	NA	NA	42545
NA	NA	FBgn0051176	NA	NA	42554
NA	NA	FBgn0038893	NA	NA	42551
NA	NA	FBgn0011766	NA	NA	42550
NA	NA	FBgn0038892	NA	NA	42548
NA	NA	FBgn0038897	NA	NA	42556
NA	NA	FBgn0051343	NA	NA	326133
NA	NA	FBgn0051233	NA	NA	42557
NA	NA	FBgn0051198	NA	NA	318622
NA	NA	FBgn0038901	NA	NA	42560
NA	NA	FBgn0051431	NA	NA	326138
NA	NA	FBgn0064912	NA	NA	42575
NA	NA	FBgn0038912	NA	NA	42576
NA	NA	FBgn0038917	NA	NA	42581
NA	NA	FBgn0038918	NA	NA	42582
NA	NA	FBgn0038919	NA	NA	42583
NA	NA	FBgn0038916	NA	NA	42580
NA	NA	FBgn0038915	NA	NA	42579
NA	NA	FBgn0038914	NA	NA	42578
NA	NA	FBgn0051174	NA	NA	318616
NA	NA	FBgn0038909	NA	NA	42573
NA	NA	FBgn0015229	NA	NA	42571
NA	NA	FBgn0013759	NA	NA	42567
NA	NA	FBgn0003867	NA	NA	42564
NA	NA	FBgn0038903	NA	NA	42563
NA	NA	FBgn0027575	NA	NA	42561
NA	NA	FBgn0038921	NA	NA	42585
NA	NA	FBgn0038923	NA	NA	42588
NA	NA	FBgn0019957	NA	NA	42591
NA	NA	FBgn0040582	NA	NA	50055
NA	NA	FBgn0038930	NA	NA	42598
NA	NA	FBgn0038926	NA	NA	42592
NA	NA	FBgn0038925	NA	NA	42590
NA	NA	FBgn0038924	NA	NA	42589
NA	NA	FBgn0019960	NA	NA	42587
NA	NA	FBgn0038922	NA	NA	42586
NA	NA	FBgn0051163	NA	NA	42601
NA	NA	FBgn0038938	NA	NA	42606
NA	NA	FBgn0038946	NA	NA	42614
NA	NA	FBgn0038947	NA	NA	42615
NA	NA	FBgn0038952	NA	NA	42621
NA	NA	FBgn0038953	NA	NA	42622
NA	NA	FBgn0038957	NA	NA	42626
NA	NA	FBgn0038959	NA	NA	42628
NA	NA	FBgn0038960	NA	NA	42629
NA	NA	FBgn0038965	NA	NA	42634
NA	NA	FBgn0038964	NA	NA	42633
NA	NA	FBgn0038961	NA	NA	42630
NA	NA	FBgn0038956	NA	NA	42625
NA	NA	FBgn0038951	NA	NA	42619
NA	NA	FBgn0038948	NA	NA	42616
NA	NA	FBgn0038943	NA	NA	42611
NA	NA	FBgn0038972	NA	NA	42643
NA	NA	FBgn0038973	NA	NA	42644
NA	NA	FBgn0038975	NA	NA	42646
NA	NA	FBgn0038976	NA	NA	42647
NA	NA	FBgn0038978	NA	NA	42650
NA	NA	FBgn0038979	NA	NA	42651
NA	NA	FBgn0053110	NA	NA	42659
NA	NA	FBgn0028837	NA	NA	42661
NA	NA	FBgn0038989	NA	NA	42662
NA	NA	FBgn0051158	NA	NA	42665
NA	NA	FBgn0051159	NA	NA	42670
NA	NA	FBgn0051161	NA	NA	326123
NA	NA	FBgn0020278	NA	NA	42672
NA	NA	FBgn0051156	NA	NA	42669
NA	NA	FBgn0053107	NA	NA	326256
NA	NA	FBgn0024558	NA	NA	42663
NA	NA	FBgn0038986	NA	NA	42658
NA	NA	FBgn0038984	NA	NA	42656
NA	NA	FBgn0038983	NA	NA	42655
NA	NA	FBgn0053099	NA	NA	326254
NA	NA	FBgn0038981	NA	NA	42653
NA	NA	FBgn0003676	NA	NA	42649
NA	NA	FBgn0038977	NA	NA	42648
NA	NA	FBgn0038974	NA	NA	42645
NA	NA	FBgn0028688	NA	NA	42641
NA	NA	FBgn0038968	NA	NA	42637
NA	NA	FBgn0038966	NA	NA	42635
NA	NA	FBgn0039002	NA	NA	42678
NA	NA	FBgn0039004	NA	NA	42680
NA	NA	FBgn0039006	NA	NA	42682
NA	NA	FBgn0039008	NA	NA	42684
NA	NA	FBgn0039017	NA	NA	42694
NA	NA	FBgn0039019	NA	NA	42696
NA	NA	FBgn0039026	NA	NA	42703
NA	NA	FBgn0039029	NA	NA	42706
NA	NA	FBgn0051139	NA	NA	42698
NA	NA	FBgn0039016	NA	NA	42693
NA	NA	FBgn0039015	NA	NA	42692
NA	NA	FBgn0039013	NA	NA	42690
NA	NA	FBgn0024958	NA	NA	42689
NA	NA	FBgn0051151	NA	NA	42687
NA	NA	FBgn0039010	NA	NA	42686
NA	NA	FBgn0039007	NA	NA	42683
NA	NA	FBgn0039003	NA	NA	42679
NA	NA	FBgn0046114	NA	NA	248194
NA	NA	FBgn0017590	NA	NA	42707
NA	NA	FBgn0051281	NA	NA	318658
NA	NA	FBgn0039031	NA	NA	42709
NA	NA	FBgn0039038	NA	NA	42716
NA	NA	FBgn0039041	NA	NA	42719
NA	NA	FBgn0027526	NA	NA	42726
NA	NA	FBgn0039054	NA	NA	42733
NA	NA	FBgn0039048	NA	NA	42727
NA	NA	FBgn0053193	NA	NA	252554
NA	NA	FBgn0039044	NA	NA	2768677
NA	NA	FBgn0039043	NA	NA	42721
NA	NA	FBgn0039040	NA	NA	42718
NA	NA	FBgn0039039	NA	NA	42717
NA	NA	FBgn0039056	NA	NA	42735
NA	NA	FBgn0039066	NA	NA	42749
NA	NA	FBgn0039068	NA	NA	42751
NA	NA	FBgn0025781	NA	NA	42753
NA	NA	FBgn0039069	NA	NA	42754
NA	NA	FBgn0039071	NA	NA	42756
NA	NA	FBgn0039070	NA	NA	42755
NA	NA	FBgn0039067	NA	NA	42750
NA	NA	FBgn0039065	NA	NA	42748
NA	NA	FBgn0039064	NA	NA	42747
NA	NA	FBgn0039059	NA	NA	42740
NA	NA	FBgn0039058	NA	NA	42739
NA	NA	FBgn0004395	NA	NA	42738
NA	NA	FBgn0051457	NA	NA	326142
NA	NA	FBgn0051365	NA	NA	42736
NA	NA	FBgn0039055	NA	NA	42734
NA	NA	FBgn0024509	NA	NA	44437
NA	NA	FBgn0002622	NA	NA	42761
NA	NA	FBgn0039088	NA	NA	42777
NA	NA	FBgn0039086	NA	NA	42775
NA	NA	FBgn0039085	NA	NA	42774
NA	NA	FBgn0039084	NA	NA	42773
NA	NA	FBgn0039083	NA	NA	42772
NA	NA	FBgn0039081	NA	NA	42770
NA	NA	FBgn0039078	NA	NA	42767
NA	NA	FBgn0039077	NA	NA	42766
NA	NA	FBgn0051515	NA	NA	326147
NA	NA	FBgn0039075	NA	NA	42764
NA	NA	FBgn0039073	NA	NA	42762
NA	NA	FBgn0016119	NA	NA	42759
NA	NA	FBgn0039089	NA	NA	42778
NA	NA	FBgn0039098	NA	NA	42787
NA	NA	FBgn0039099	NA	NA	42788
NA	NA	FBgn0039101	NA	NA	42790
NA	NA	FBgn0039102	NA	NA	42791
NA	NA	FBgn0051148	NA	NA	42796
NA	NA	FBgn0051413	NA	NA	318720
NA	NA	FBgn0051414	NA	NA	318721
NA	NA	FBgn0039109	NA	NA	42801
NA	NA	FBgn0028684	NA	NA	42805
NA	NA	FBgn0039111	NA	NA	42807
NA	NA	FBgn0039112	NA	NA	42808
NA	NA	FBgn0028475	NA	NA	42806
NA	NA	FBgn0039110	NA	NA	42804
NA	NA	FBgn0028691	NA	NA	42802
NA	NA	FBgn0047351	NA	NA	251937
NA	NA	FBgn0043005	NA	NA	117368
NA	NA	FBgn0039104	NA	NA	42794
NA	NA	FBgn0027512	NA	NA	42793
NA	NA	FBgn0051145	NA	NA	42784
NA	NA	FBgn0039094	NA	NA	42783
NA	NA	FBgn0039091	NA	NA	42780
NA	NA	FBgn0051141	NA	NA	318605
NA	NA	FBgn0039125	NA	NA	42825
NA	NA	FBgn0047114	NA	NA	251610
NA	NA	FBgn0039128	NA	NA	42829
NA	NA	FBgn0039130	NA	NA	42831
NA	NA	FBgn0039132	NA	NA	42835
NA	NA	FBgn0051140	NA	NA	42836
NA	NA	FBgn0051451	NA	NA	NA
NA	NA	FBgn0039136	NA	NA	42839
