gene	both	hs	ctrl	sig	sigexon	signotexon	snptype
FBgn0031208	0	0	0	0	0	0	notsig
FBgn0002121	0	0	0	0	0	0	notsig
FBgn0051973	0	0	0	0	0	0	notsig
FBgn0067779	0	0	0	0	0	0	notsig
FBgn0266322	0	0	0	0	0	0	notsig
FBgn0031213	0	0	0	0	0	0	notsig
FBgn0031214	0	0	0	0	0	0	notsig
FBgn0002931	0	0	0	0	0	0	notsig
FBgn0031216	0	0	0	0	0	0	notsig
FBgn0031217	0	0	0	0	0	0	notsig
FBgn0026787	0	0	0	0	0	0	notsig
FBgn0005278	0	0	0	0	0	0	notsig
FBgn0031228	0	0	0	0	0	0	notsig
FBgn0031219	0	0	0	0	0	0	notsig
FBgn0031220	0	0	0	0	0	0	notsig
FBgn0025683	0	0	0	0	0	0	notsig
FBgn0001142	0	0	0	0	0	0	notsig
FBgn0265074	0	0	0	0	0	0	notsig
FBgn0265075	0	0	0	0	0	0	notsig
FBgn0051975	0	0	0	0	0	0	notsig
FBgn0051976	0	0	0	0	0	0	notsig
FBgn0051974	0	0	0	0	0	0	notsig
FBgn0031224	0	0	0	0	0	0	notsig
FBgn0259818	0	0	0	0	0	0	notsig
FBgn0031229	0	0	0	0	0	0	notsig
FBgn0053635	0	0	0	0	0	0	notsig
FBgn0016977	0	0	0	0	0	0	notsig
FBgn0031231	0	0	0	0	0	0	notsig
FBgn0031233	0	0	0	0	0	0	notsig
FBgn0266557	0	0	0	0	0	0	notsig
FBgn0265151	0	0	0	0	0	0	notsig
FBgn0265153	0	0	0	0	0	0	notsig
FBgn0265152	0	0	0	0	0	0	notsig
FBgn0031235	0	0	0	0	0	0	notsig
FBgn0031238	0	0	0	0	0	0	notsig
FBgn0031239	0	0	0	0	0	0	notsig
FBgn0265150	0	0	0	0	0	0	notsig
FBgn0031240	0	0	0	0	0	0	notsig
FBgn0086912	0	0	0	0	0	0	notsig
FBgn0086856	0	0	0	0	0	0	notsig
FBgn0086855	0	0	0	0	0	0	notsig
FBgn0003444	0	0	0	0	0	0	notsig
FBgn0031244	0	0	0	0	0	0	notsig
FBgn0031245	0	0	0	0	0	0	notsig
FBgn0267995	0	0	0	0	0	0	notsig
FBgn0267996	0	0	0	0	0	0	notsig
FBgn0025686	0	0	0	0	0	0	notsig
FBgn0031247	0	0	0	0	0	0	notsig
FBgn0017457	0	0	0	0	0	0	notsig
FBgn0024352	0	0	0	0	0	0	notsig
FBgn0020622	0	0	0	0	0	0	notsig
FBgn0004611	0	0	0	0	0	0	notsig
FBgn0263872	0	0	0	0	0	0	notsig
FBgn0031248	0	0	0	0	0	0	notsig
FBgn0031249	0	0	0	0	0	0	notsig
FBgn0053127	0	0	0	0	0	0	notsig
FBgn0264086	0	0	0	0	0	0	notsig
FBgn0051921	0	0	0	0	0	0	notsig
FBgn0031250	0	0	0	0	0	0	notsig
FBgn0266907	0	0	0	0	0	0	notsig
FBgn0266906	0	0	0	0	0	0	notsig
FBgn0000061	0	0	0	0	0	0	notsig
FBgn0263871	0	0	0	0	0	0	notsig
FBgn0031251	1	0	0	1	1	0	exon
FBgn0003278	0	0	0	0	0	0	notsig
FBgn0264855	0	0	0	0	0	0	notsig
FBgn0263933	0	0	0	0	0	0	notsig
FBgn0031252	0	0	0	0	0	0	notsig
FBgn0002593	0	0	0	0	0	0	notsig
FBgn0031253	0	0	0	0	0	0	notsig
FBgn0031254	0	0	0	0	0	0	notsig
FBgn0031255	0	0	0	0	0	0	notsig
FBgn0004583	0	0	0	0	0	0	notsig
FBgn0263870	0	0	0	0	0	0	notsig
FBgn0015924	0	0	0	0	0	0	notsig
FBgn0031257	0	0	0	0	0	0	notsig
FBgn0031258	0	0	0	0	0	0	notsig
FBgn0027592	0	0	0	0	0	0	notsig
FBgn0003963	0	0	0	0	0	0	notsig
FBgn0043364	0	0	0	0	0	0	notsig
FBgn0267991	0	0	0	0	0	0	notsig
FBgn0267992	0	0	0	0	0	0	notsig
FBgn0010602	1	0	0	1	1	0	exon
FBgn0031260	0	0	0	0	0	0	notsig
FBgn0005660	0	0	0	0	0	0	notsig
FBgn0031261	0	0	0	0	0	0	notsig
FBgn0260933	0	0	0	0	0	0	notsig
FBgn0031263	0	0	0	0	0	0	notsig
FBgn0031264	0	0	0	0	0	0	notsig
FBgn0031265	0	0	0	0	0	0	notsig
FBgn0021874	0	0	0	0	0	0	notsig
FBgn0031266	0	0	0	0	0	0	notsig
FBgn0031267	1	0	0	1	1	0	exon
FBgn0031268	0	0	0	0	0	0	notsig
FBgn0013323	0	0	0	0	0	0	notsig
FBgn0023489	0	0	0	0	0	0	notsig
FBgn0010323	0	0	0	0	0	1	noexon
FBgn0031270	0	0	0	0	0	0	notsig
FBgn0263657	0	0	0	0	0	0	notsig
FBgn0263658	0	0	0	0	0	0	notsig
FBgn0040106	0	0	0	0	0	1	noexon
FBgn0266032	0	0	0	0	0	0	notsig
FBgn0266033	0	0	0	0	0	0	notsig
FBgn0040107	1	0	0	1	1	0	exon
FBgn0031273	0	0	0	0	0	0	notsig
FBgn0266909	0	0	0	0	0	0	notsig
FBgn0284247	1	1	1	1	1	1	both
FBgn0266323	0	0	1	1	0	1	noexon
FBgn0267993	0	0	0	0	0	0	notsig
FBgn0011244	1	0	0	1	1	0	exon
FBgn0026438	1	0	0	1	1	1	both
FBgn0031275	0	0	0	0	0	1	noexon
FBgn0265825	0	0	0	0	0	1	noexon
FBgn0031276	0	0	0	0	0	0	notsig
FBgn0040725	0	0	0	0	0	0	notsig
FBgn0031277	0	0	0	0	0	0	notsig
FBgn0041250	0	0	0	0	0	0	notsig
FBgn0031279	0	1	0	1	1	0	exon
FBgn0000442	1	1	0	1	1	0	exon
FBgn0266797	1	0	0	1	0	1	noexon
FBgn0051658	0	0	0	0	0	1	noexon
FBgn0086130	0	0	0	0	0	0	notsig
FBgn0031281	0	0	0	0	0	0	notsig
FBgn0031282	0	0	0	0	0	0	notsig
FBgn0031283	0	0	0	0	0	0	notsig
FBgn0031284	0	0	0	0	0	0	notsig
FBgn0015621	0	0	0	0	0	0	notsig
FBgn0031285	0	0	0	0	0	0	notsig
FBgn0031286	0	0	0	0	0	0	notsig
FBgn0010583	0	0	0	0	0	0	notsig
FBgn0020304	1	1	0	1	1	1	both
FBgn0264869	0	0	0	0	0	0	notsig
FBgn0031287	0	0	0	0	0	0	notsig
FBgn0020545	0	0	0	0	0	0	notsig
FBgn0031288	0	0	0	0	0	0	notsig
FBgn0266884	0	0	0	0	0	0	notsig
FBgn0031289	0	0	0	0	0	0	notsig
FBgn0029095	0	0	0	0	0	0	notsig
FBgn0020305	0	0	0	0	0	0	notsig
FBgn0053526	0	0	0	0	0	0	notsig
FBgn0031292	1	1	0	1	1	0	exon
FBgn0002936	0	0	0	0	0	0	notsig
FBgn0266887	0	0	0	0	0	1	noexon
FBgn0002563	0	1	0	1	1	0	exon
FBgn0003916	0	0	0	0	0	0	notsig
FBgn0266799	1	0	0	1	1	0	exon
FBgn0264870	0	0	0	0	0	0	notsig
FBgn0046113	0	0	0	0	0	0	notsig
FBgn0028481	1	0	0	1	1	1	both
FBgn0266036	0	0	0	0	0	0	notsig
FBgn0031294	1	1	1	1	1	1	both
FBgn0031295	0	0	0	0	0	0	notsig
FBgn0031296	0	0	0	0	0	0	notsig
FBgn0003310	1	0	0	1	1	1	both
FBgn0015905	1	0	0	1	0	1	noexon
FBgn0031298	0	0	0	0	0	0	notsig
FBgn0031299	1	0	0	1	0	1	noexon
FBgn0261938	0	1	0	1	1	0	exon
FBgn0031301	1	0	0	1	1	0	exon
FBgn0031302	0	0	0	0	0	0	notsig
FBgn0016926	1	1	0	1	1	1	both
FBgn0031304	0	0	0	0	0	0	notsig
FBgn0031305	0	0	0	0	0	0	notsig
FBgn0031306	0	0	0	0	0	0	notsig
FBgn0267281	0	0	0	0	0	0	notsig
FBgn0031307	0	1	0	1	0	1	noexon
FBgn0283525	0	0	0	0	0	0	notsig
FBgn0031309	0	0	0	0	0	0	notsig
FBgn0031310	0	0	0	0	0	0	notsig
FBgn0261458	0	0	0	0	0	0	notsig
FBgn0264267	0	0	0	0	0	0	notsig
FBgn0031312	0	0	0	0	0	0	notsig
FBgn0031313	0	0	0	0	0	0	notsig
FBgn0031314	0	0	0	0	0	0	notsig
FBgn0031315	0	0	0	0	0	0	notsig
FBgn0024314	0	0	0	0	0	0	notsig
FBgn0031317	0	0	0	0	0	0	notsig
FBgn0031318	0	0	0	0	0	0	notsig
FBgn0031319	0	1	0	1	1	0	exon
FBgn0031320	0	1	0	1	1	0	exon
FBgn0031321	0	0	0	0	0	0	notsig
FBgn0031322	1	1	0	1	1	1	both
FBgn0031323	0	0	0	0	0	0	notsig
FBgn0263080	0	0	0	0	0	0	notsig
FBgn0263081	0	0	0	0	0	0	notsig
FBgn0040723	0	0	0	0	0	0	notsig
FBgn0031324	0	0	0	0	0	0	notsig
FBgn0266885	0	0	0	0	0	0	notsig
FBgn0262944	0	0	0	0	0	0	notsig
FBgn0259229	0	0	0	0	0	0	notsig
FBgn0031327	0	0	0	0	0	0	notsig
FBgn0041097	1	1	0	1	0	1	noexon
FBgn0011294	0	0	0	0	0	0	notsig
FBgn0031331	0	0	0	0	0	0	notsig
FBgn0053923	0	0	0	0	0	0	notsig
FBgn0053922	0	0	0	0	0	0	notsig
FBgn0026141	0	0	0	0	0	0	notsig
FBgn0266357	0	0	0	0	0	0	notsig
FBgn0266358	0	0	0	0	0	0	notsig
FBgn0031332	0	0	0	0	0	0	notsig
FBgn0031333	0	0	0	0	0	0	notsig
FBgn0051924	0	0	0	0	0	0	notsig
FBgn0031335	0	0	0	0	0	0	notsig
FBgn0051659	0	0	0	0	0	0	notsig
FBgn0053126	0	0	0	0	0	0	notsig
FBgn0031337	0	0	0	0	0	0	notsig
FBgn0266203	0	0	0	0	0	0	notsig
FBgn0002543	1	1	0	1	0	1	noexon
FBgn0266202	0	0	0	0	0	0	notsig
FBgn0263320	0	0	0	0	0	0	notsig
FBgn0003926	0	0	0	0	0	0	notsig
FBgn0263321	0	0	0	0	0	1	noexon
FBgn0051928	0	0	0	0	0	0	notsig
FBgn0053128	0	0	0	0	0	0	notsig
FBgn0051926	1	0	0	1	1	0	exon
FBgn0051661	0	0	0	0	0	0	notsig
FBgn0031343	0	0	0	0	0	0	notsig
FBgn0031344	0	0	0	0	0	0	notsig
FBgn0264873	0	0	0	0	0	0	notsig
FBgn0031345	0	0	0	0	0	0	notsig
FBgn0001174	0	0	0	0	0	0	notsig
FBgn0026397	0	0	0	0	0	0	notsig
FBgn0261509	1	0	0	1	0	1	noexon
FBgn0031347	0	0	0	0	0	0	notsig
FBgn0051935	1	0	0	1	0	1	noexon
FBgn0031351	0	0	0	0	0	0	notsig
FBgn0021906	1	0	0	1	1	0	exon
FBgn0265814	0	0	0	0	0	1	noexon
FBgn0267259	0	0	0	0	0	1	noexon
FBgn0086758	0	1	0	1	0	1	noexon
FBgn0011570	0	0	0	0	0	0	notsig
FBgn0031356	1	0	0	1	0	1	noexon
FBgn0266311	0	0	0	0	0	0	notsig
FBgn0031357	0	0	0	0	0	0	notsig
FBgn0086698	1	0	0	1	1	0	exon
FBgn0031359	0	0	0	0	0	0	notsig
FBgn0000579	0	0	0	0	0	0	notsig
FBgn0260648	0	0	0	0	0	0	notsig
FBgn0031360	0	0	0	0	0	0	notsig
FBgn0031361	0	0	0	0	0	0	notsig
FBgn0264494	0	0	1	1	0	1	noexon
FBgn0027597	0	0	0	0	0	0	notsig
FBgn0031364	0	0	0	0	0	0	notsig
FBgn0041249	1	0	0	1	1	0	exon
FBgn0031365	0	1	0	1	0	1	noexon
FBgn0045497	0	0	0	0	0	0	notsig
FBgn0045498	0	0	0	0	0	0	notsig
FBgn0265138	0	0	0	0	0	0	notsig
FBgn0045500	0	0	0	0	0	0	notsig
FBgn0045501	0	0	0	0	0	0	notsig
FBgn0051933	1	0	0	1	1	0	exon
FBgn0051664	0	1	0	1	0	1	noexon
FBgn0031367	0	0	0	0	0	0	notsig
FBgn0051665	1	1	0	1	1	1	both
FBgn0264883	0	0	0	0	0	0	notsig
FBgn0051663	1	1	0	1	0	1	noexon
FBgn0031372	0	0	0	0	0	0	notsig
FBgn0264884	0	0	0	0	0	0	notsig
FBgn0031373	0	0	0	0	0	0	notsig
FBgn0031374	0	1	0	1	1	0	exon
FBgn0040719	0	0	0	0	0	0	notsig
FBgn0053673	1	0	0	1	1	0	exon
FBgn0031375	1	1	0	1	1	1	both
FBgn0267972	0	0	0	0	0	0	notsig
FBgn0031377	0	0	0	0	0	0	notsig
FBgn0031378	0	0	0	0	0	0	notsig
FBgn0031379	0	0	0	0	0	0	notsig
FBgn0001125	0	0	0	0	0	0	notsig
FBgn0031381	0	0	0	0	0	0	notsig
FBgn0262148	0	0	0	0	0	0	notsig
FBgn0043539	0	0	0	0	0	0	notsig
FBgn0053543	0	0	0	0	0	0	notsig
FBgn0263441	0	0	0	0	0	0	notsig
FBgn0040718	0	0	0	0	0	0	notsig
FBgn0267276	0	0	0	0	0	0	notsig
FBgn0040717	0	0	0	0	0	0	notsig
FBgn0031384	1	0	0	1	0	1	noexon
FBgn0011860	0	0	0	0	0	0	notsig
FBgn0259192	0	0	0	0	0	0	notsig
FBgn0259230	0	0	0	0	0	0	notsig
FBgn0003557	0	0	0	0	0	0	notsig
FBgn0266836	0	0	0	0	0	0	notsig
FBgn0028952	1	0	0	1	1	0	exon
FBgn0026396	1	1	0	1	1	1	both
FBgn0053516	1	0	0	1	0	1	noexon
FBgn0031388	0	0	0	0	0	0	notsig
FBgn0266043	0	0	0	0	0	0	notsig
FBgn0264864	0	0	0	0	0	0	notsig
FBgn0031389	0	0	0	0	0	0	notsig
FBgn0004507	0	0	0	0	0	0	notsig
FBgn0031390	0	0	0	0	0	0	notsig
FBgn0031391	0	0	0	0	0	0	notsig
FBgn0027509	0	0	0	0	0	0	notsig
FBgn0031392	0	0	0	0	0	0	notsig
FBgn0000097	1	0	0	1	0	1	noexon
FBgn0265017	0	0	0	0	0	0	notsig
FBgn0264875	0	0	0	0	0	0	notsig
FBgn0266828	0	0	0	0	0	0	notsig
FBgn0031395	0	0	0	0	0	0	notsig
FBgn0264874	0	0	0	0	0	0	notsig
FBgn0085201	0	0	0	0	0	0	notsig
FBgn0051668	0	0	0	0	0	0	notsig
FBgn0053124	0	0	0	0	0	0	notsig
FBgn0031397	0	0	0	0	0	0	notsig
FBgn0010288	0	0	0	0	0	0	notsig
FBgn0031398	0	0	0	0	0	0	notsig
FBgn0031399	0	0	0	0	0	0	notsig
FBgn0031401	0	0	0	0	0	0	notsig
FBgn0031403	0	0	0	0	0	0	notsig
FBgn0267378	0	0	0	0	0	0	notsig
FBgn0264945	0	0	0	0	0	0	notsig
FBgn0262126	0	0	0	0	0	0	notsig
FBgn0264946	0	0	0	0	0	0	notsig
FBgn0051679	0	0	0	0	0	0	notsig
FBgn0052463	0	0	0	0	0	0	notsig
FBgn0051682	0	0	0	0	0	0	notsig
FBgn0264979	1	0	0	1	1	0	exon
FBgn0262106	0	0	0	0	0	0	notsig
FBgn0011832	0	0	0	0	0	0	notsig
FBgn0042186	0	0	0	0	0	0	notsig
FBgn0042187	0	0	0	0	0	0	notsig
FBgn0031406	0	0	0	0	0	0	notsig
FBgn0266022	0	1	0	1	0	1	noexon
FBgn0266023	0	0	0	0	0	0	notsig
FBgn0031407	0	0	0	0	0	0	notsig
FBgn0054049	1	0	0	1	1	0	exon
FBgn0250841	0	0	0	0	0	0	notsig
FBgn0264084	1	0	0	1	1	0	exon
FBgn0264085	0	0	0	0	0	0	notsig
FBgn0031409	0	0	0	0	0	0	notsig
FBgn0051681	0	0	0	0	0	0	notsig
FBgn0261523	0	0	0	0	0	0	notsig
FBgn0031410	0	0	0	0	0	0	notsig
FBgn0028570	0	0	0	0	0	0	notsig
FBgn0051949	0	0	0	0	0	0	notsig
FBgn0031412	0	0	0	0	0	1	noexon
FBgn0031413	1	1	0	1	0	1	noexon
FBgn0031414	1	1	0	1	0	1	noexon
FBgn0014010	0	0	0	0	0	0	notsig
FBgn0261647	0	0	0	0	0	0	notsig
FBgn0031417	0	0	0	0	0	0	notsig
FBgn0031418	0	0	0	0	0	0	notsig
FBgn0031419	0	0	0	0	0	0	notsig
FBgn0266317	0	0	0	0	0	0	notsig
FBgn0031420	0	0	0	0	0	0	notsig
FBgn0264672	0	0	0	0	0	0	notsig
FBgn0031422	1	0	0	1	1	0	exon
FBgn0031423	0	0	0	0	0	0	notsig
FBgn0264081	0	0	0	0	0	0	notsig
FBgn0031424	0	1	0	1	0	1	noexon
FBgn0031426	0	0	0	0	0	0	notsig
FBgn0051948	0	0	0	0	0	0	notsig
FBgn0085477	0	0	0	0	0	0	notsig
FBgn0085476	0	0	0	0	0	0	notsig
FBgn0031428	0	0	1	1	1	0	exon
FBgn0264988	0	0	0	0	0	0	notsig
FBgn0266217	0	0	0	0	0	0	notsig
FBgn0000490	1	0	0	1	1	0	exon
FBgn0012017	0	0	0	0	0	0	notsig
FBgn0012016	0	0	0	0	0	0	notsig
FBgn0266824	0	0	0	0	0	0	notsig
FBgn0264978	0	0	0	0	0	0	notsig
FBgn0011818	0	0	0	0	0	0	notsig
FBgn0265818	0	0	0	0	0	0	notsig
FBgn0031430	0	0	0	0	0	0	notsig
FBgn0267738	0	0	0	0	0	1	noexon
FBgn0264943	0	0	0	0	0	0	notsig
FBgn0031431	0	0	0	0	0	0	notsig
FBgn0264944	0	0	0	0	0	0	notsig
FBgn0031432	0	1	0	1	0	1	noexon
FBgn0041337	0	1	0	1	1	0	exon
FBgn0026778	0	0	0	0	0	0	notsig
FBgn0085343	0	0	0	0	0	0	notsig
FBgn0031434	0	0	0	0	0	0	notsig
FBgn0031435	0	0	0	0	0	0	notsig
FBgn0031436	0	0	0	0	0	0	notsig
FBgn0031437	0	1	0	1	1	0	exon
FBgn0026479	0	1	0	1	1	0	exon
FBgn0250835	0	0	0	0	0	0	notsig
FBgn0266025	1	0	0	1	1	0	exon
FBgn0266024	0	0	0	0	0	0	notsig
FBgn0031440	0	0	0	0	0	0	notsig
FBgn0263322	0	0	0	0	0	1	noexon
FBgn0267269	0	0	0	0	0	0	notsig
FBgn0284414	0	0	0	0	0	0	notsig
FBgn0284413	0	0	0	0	0	1	noexon
FBgn0264434	0	0	0	0	0	0	notsig
FBgn0031441	0	0	0	0	0	0	notsig
FBgn0053125	0	0	0	0	0	0	notsig
FBgn0031442	0	0	0	0	0	0	notsig
FBgn0026395	0	0	0	0	0	0	notsig
FBgn0031443	0	0	0	0	0	0	notsig
FBgn0031444	0	0	0	0	0	0	notsig
FBgn0041248	1	1	0	1	1	1	both
FBgn0051690	1	0	0	1	1	1	both
FBgn0031446	0	0	0	0	0	0	notsig
FBgn0031449	0	0	0	0	0	0	notsig
FBgn0031450	1	0	0	1	1	0	exon
FBgn0031451	0	0	0	0	0	0	notsig
FBgn0031452	0	0	0	0	0	0	notsig
FBgn0250906	0	0	0	0	0	0	notsig
FBgn0031453	0	0	0	0	0	0	notsig
FBgn0265997	0	0	0	0	0	0	notsig
FBgn0031454	0	0	0	0	0	0	notsig
FBgn0031455	0	0	0	0	0	0	notsig
FBgn0031456	0	0	0	0	0	0	notsig
FBgn0031457	0	0	0	0	0	0	notsig
FBgn0031458	0	0	0	0	0	0	notsig
FBgn0026324	0	0	0	0	0	0	notsig
FBgn0028398	0	0	0	0	0	0	notsig
FBgn0019830	0	0	0	0	0	0	notsig
FBgn0031459	0	0	0	0	0	0	notsig
FBgn0031460	0	0	0	0	0	0	notsig
FBgn0004242	1	0	0	1	0	1	noexon
FBgn0264369	0	0	0	0	0	0	notsig
FBgn0031461	0	0	0	0	0	0	notsig
FBgn0031462	0	0	0	0	0	0	notsig
FBgn0031463	0	0	0	0	0	0	notsig
FBgn0283531	1	0	0	1	1	1	both
FBgn0031465	1	0	0	1	1	0	exon
FBgn0031466	0	0	0	0	0	0	notsig
FBgn0031467	0	0	0	0	0	0	notsig
FBgn0031468	0	0	0	0	0	0	notsig
FBgn0031469	0	1	0	1	1	0	exon
FBgn0031470	0	0	0	0	0	0	notsig
FBgn0031471	0	0	0	0	0	0	notsig
FBgn0031472	0	0	0	0	0	0	notsig
FBgn0031473	1	0	0	1	1	0	exon
FBgn0015521	0	0	0	0	0	0	notsig
FBgn0031474	0	0	0	0	0	0	notsig
FBgn0051694	0	0	0	0	0	0	notsig
FBgn0031476	0	0	0	0	0	0	notsig
FBgn0031478	0	0	0	0	0	0	notsig
FBgn0031479	0	0	0	0	0	0	notsig
FBgn0051950	0	0	0	0	0	0	notsig
FBgn0028970	0	0	0	0	0	0	notsig
FBgn0024947	1	1	0	1	1	0	exon
FBgn0041111	0	1	0	1	0	1	noexon
FBgn0010263	0	0	0	0	0	0	notsig
FBgn0024920	0	0	0	0	0	0	notsig
FBgn0004584	0	0	0	0	0	0	notsig
FBgn0260639	0	0	0	0	0	0	notsig
FBgn0031483	0	0	0	0	0	0	notsig
FBgn0031484	0	0	0	0	0	0	notsig
FBgn0031485	0	0	0	0	0	0	notsig
FBgn0250786	1	1	0	1	1	0	exon
FBgn0025109	0	0	0	0	0	0	notsig
FBgn0002989	1	0	0	1	0	1	noexon
FBgn0025681	0	0	0	0	0	0	notsig
FBgn0031488	1	0	0	1	1	0	exon
FBgn0031489	1	0	0	1	0	1	noexon
FBgn0031490	0	0	0	0	0	0	notsig
FBgn0031491	0	0	0	0	0	0	notsig
FBgn0031492	1	0	0	1	1	0	exon
FBgn0031493	0	0	0	0	0	0	notsig
FBgn0264996	0	0	0	0	0	0	notsig
FBgn0031495	0	0	0	0	0	0	notsig
FBgn0031496	0	0	0	0	0	0	notsig
FBgn0031497	0	0	0	0	0	0	notsig
FBgn0031498	0	0	0	0	0	0	notsig
FBgn0243513	0	0	0	0	0	0	notsig
FBgn0031500	0	0	0	0	0	0	notsig
FBgn0031501	0	0	0	0	0	0	notsig
FBgn0042627	0	0	0	0	0	0	notsig
FBgn0283427	0	1	0	1	1	0	exon
FBgn0015600	1	1	1	1	1	1	both
FBgn0005779	0	0	0	0	0	0	notsig
FBgn0031504	0	0	0	0	0	0	notsig
FBgn0031505	0	0	0	0	0	0	notsig
FBgn0011648	0	0	0	0	0	0	notsig
FBgn0260817	1	0	0	1	1	0	exon
FBgn0014906	0	1	0	1	1	0	exon
FBgn0264744	1	0	0	1	1	0	exon
FBgn0051698	0	0	0	0	0	0	notsig
FBgn0031512	0	0	0	0	0	0	notsig
FBgn0085422	1	1	0	1	0	1	noexon
FBgn0266875	0	0	0	0	0	0	notsig
FBgn0266876	0	0	0	0	0	0	notsig
FBgn0266877	0	0	0	0	0	0	notsig
FBgn0267270	0	0	0	0	0	0	notsig
FBgn0265677	0	0	0	0	0	0	notsig
FBgn0031513	0	0	0	0	0	0	notsig
FBgn0031514	1	0	0	1	1	0	exon
FBgn0265678	0	0	0	0	0	0	notsig
FBgn0031515	0	0	0	0	0	0	notsig
FBgn0031516	0	1	0	1	1	0	exon
FBgn0031518	0	1	0	1	0	1	noexon
FBgn0031517	0	1	0	1	0	1	noexon
FBgn0031519	0	0	0	0	0	0	notsig
FBgn0031520	0	0	0	0	0	0	notsig
FBgn0053281	0	0	0	0	0	0	notsig
FBgn0053282	0	0	0	0	0	0	notsig
FBgn0031522	0	0	0	0	0	0	notsig
FBgn0031523	0	0	0	0	0	0	notsig
FBgn0020445	1	0	0	1	1	0	exon
FBgn0031526	0	0	0	0	0	0	notsig
FBgn0085423	0	0	0	0	0	0	notsig
FBgn0031528	0	0	0	0	0	0	notsig
FBgn0031529	0	0	1	1	1	0	exon
FBgn0016698	1	0	0	1	1	0	exon
FBgn0266839	0	0	0	0	0	0	notsig
FBgn0259949	0	0	0	0	0	0	notsig
FBgn0266027	1	0	0	1	1	0	exon
FBgn0085204	0	0	0	0	0	0	notsig
FBgn0031530	0	1	0	1	0	1	noexon
FBgn0031531	0	0	0	0	0	0	notsig
FBgn0051952	0	0	0	0	0	0	notsig
FBgn0031533	1	0	0	1	1	0	exon
FBgn0031534	0	0	0	0	0	0	notsig
FBgn0031535	0	0	0	0	0	0	notsig
FBgn0031536	0	0	0	0	0	0	notsig
FBgn0266670	1	0	0	1	1	0	exon
FBgn0031538	0	0	0	0	0	0	notsig
FBgn0005616	1	1	0	1	1	0	exon
FBgn0021967	1	0	0	1	0	1	noexon
FBgn0031540	1	0	0	1	1	0	exon
FBgn0051776	0	0	0	0	0	0	notsig
FBgn0051956	0	0	0	0	0	0	notsig
FBgn0266912	0	0	0	0	0	0	notsig
FBgn0264549	0	0	0	0	0	0	notsig
FBgn0261560	0	0	0	0	0	0	notsig
FBgn0031542	0	0	0	0	0	0	notsig
FBgn0014396	1	0	0	1	1	0	exon
FBgn0266837	0	0	0	0	0	0	notsig
FBgn0051954	0	1	0	1	1	0	exon
FBgn0266838	0	0	0	0	0	0	notsig
FBgn0284253	0	0	0	0	0	0	notsig
FBgn0031544	0	0	0	0	0	0	notsig
FBgn0031545	0	0	0	0	0	0	notsig
FBgn0031546	0	0	0	0	0	0	notsig
FBgn0031547	0	0	0	0	0	0	notsig
FBgn0031548	0	0	0	0	0	0	notsig
FBgn0031549	1	0	0	1	1	0	exon
FBgn0031550	0	0	0	0	0	0	notsig
FBgn0265367	0	0	0	0	0	0	notsig
FBgn0024244	0	0	0	0	0	0	notsig
FBgn0265368	1	0	0	1	0	1	noexon
FBgn0265960	0	0	0	0	0	0	notsig
FBgn0264370	1	0	0	1	0	1	noexon
FBgn0264363	0	0	0	0	0	0	notsig
FBgn0004892	0	0	0	0	0	1	noexon
FBgn0284410	0	0	0	0	0	0	notsig
FBgn0264371	0	0	0	0	0	1	noexon
FBgn0002985	1	0	0	1	0	1	noexon
FBgn0265369	0	1	0	1	1	1	both
FBgn0015663	1	0	0	1	1	0	exon
FBgn0031554	0	0	0	0	0	0	notsig
FBgn0000721	1	1	0	1	1	1	both
FBgn0085369	0	1	0	1	0	1	noexon
FBgn0259951	0	0	0	0	0	0	notsig
FBgn0259953	0	0	0	0	0	0	notsig
FBgn0259952	0	0	0	0	0	0	notsig
FBgn0031558	0	0	0	0	0	0	notsig
FBgn0031559	0	0	0	0	0	0	notsig
FBgn0051779	0	0	0	0	0	0	notsig
FBgn0262721	0	0	0	0	0	0	notsig
FBgn0031560	0	0	0	0	0	0	notsig
FBgn0031561	0	0	0	0	0	0	notsig
FBgn0031562	0	0	0	0	0	0	notsig
FBgn0031563	0	0	0	0	0	0	notsig
FBgn0262621	0	0	0	0	0	0	notsig
FBgn0265370	0	0	0	0	0	0	notsig
FBgn0031564	0	0	0	0	0	0	notsig
FBgn0051778	0	0	0	0	0	0	notsig
FBgn0051777	0	0	0	0	0	0	notsig
FBgn0015376	0	0	0	0	0	0	notsig
FBgn0051955	0	0	0	0	0	0	notsig
FBgn0031566	0	0	0	0	0	0	notsig
FBgn0040104	0	0	0	0	0	0	notsig
FBgn0003386	1	0	0	1	0	1	noexon
FBgn0031568	0	0	0	0	0	0	notsig
FBgn0263846	0	0	0	0	0	0	notsig
FBgn0263842	0	0	0	0	0	0	notsig
FBgn0262392	0	0	0	0	0	0	notsig
FBgn0263843	0	0	0	0	0	0	notsig
FBgn0004893	0	1	0	1	0	1	noexon
FBgn0051960	0	0	0	0	0	0	notsig
FBgn0051958	0	1	0	1	1	0	exon
FBgn0031571	0	1	0	1	1	0	exon
FBgn0021800	0	0	0	0	0	0	notsig
FBgn0031573	0	1	0	1	0	1	noexon
FBgn0264885	0	1	0	1	0	1	noexon
FBgn0264886	0	0	0	0	0	0	notsig
FBgn0003430	0	1	0	1	1	0	exon
FBgn0004567	0	0	0	0	0	0	notsig
FBgn0266318	0	1	0	1	0	1	noexon
